id,rating,return_rate,location,sales,revenue
P2771,2.9,0.055740000000000005,2,7177,4013378.4000000004
P2772,2.7,0.06112000000000001,3,3169,473765.5
P2773,1.5,0.07548,6,8171,4570040.3
P2774,8.5,0.054220000000000004,2,16335,20895732.0
P2775,4.0,0.047330000000000004,4,27222,36736089.0
P2776,10.6,0.09905000000000001,1,14379,16092976.8
P2777,9.1,0.01531,6,3383,708061.8999999999
P2778,10.2,0.026140000000000004,2,17386,14769407.0
P2779,10.5,0.06676,4,5413,2160869.6
P2780,9.1,0.09674,7,7397,3102301.8
P2781,10.9,0.03377,3,18404,23176157.2
P2782,8.6,0.043190000000000006,5,27339,55340970.75
P2783,5.6,0.09093000000000001,3,27268,55197249.0
P2784,3.6,0.008530000000000001,3,6178,2775466.5
P2785,5.3,0.06430000000000001,6,13275,10346535.0
P2786,3.5,0.0178,1,30153,72343077.60000001
P2787,11.0,0.00568,4,10409,6239154.6
P2788,8.1,0.05795,5,8321,5318783.2
P2789,5.2,0.07436000000000001,5,11235,9877812.0
P2790,1.6,0.034800000000000005,5,22152,36534186.0
P2791,4.3,0.00265,6,13225,10307565.0
P2792,10.9,0.057240000000000006,4,23400,37657620.0
P2793,7.8,0.09669000000000001,3,17348,22105689.0
P2794,5.4,0.05433,4,27269,58879224.800000004
P2795,7.8,0.07310000000000001,5,29343,42532678.5
P2796,5.7,0.03296,3,16246,20781883.2
P2797,2.5,0.03876,2,18140,24475395.0
P2798,10.3,0.07073,7,15430,13877742.0
P2799,6.8,0.03391,7,21321,31326945.3
P2800,8.0,0.04318,7,13369,12156431.7
P2801,8.2,0.025880000000000004,6,21338,35830769.6
P2802,6.0,0.0825,3,23250,37416225.0
P2803,8.9,0.00084,6,11384,7506609.6
P2804,11.0,0.033420000000000005,6,17463,22252227.75
P2805,9.6,0.046380000000000005,4,1387,102984.75
P2806,4.3,0.040690000000000004,5,16204,12955098.0
P2807,6.5,0.05725,7,18301,16461749.5
P2808,6.5,0.046720000000000005,5,16314,18260260.2
P2809,8.4,0.09858000000000001,5,29342,42531229.0
P2810,10.9,0.06233,7,9421,6775583.2
P2811,10.0,0.04714,6,28421,59662784.25
P2812,7.0,0.06871000000000001,3,23273,37453238.9
P2813,9.0,0.08461,7,19371,22071317.4
P2814,9.5,0.08051000000000001,4,3384,758862.0
P2815,1.7000000000000002,0.020700000000000003,2,9096,4088652.0
P2816,6.2,0.028890000000000002,1,6275,1879362.5
P2817,1.0,0.029730000000000003,6,15132,13609720.799999999
P2818,7.4,0.04506,6,4340,865830.0
P2819,5.1,0.022840000000000003,4,28208,39477096.0
P2820,2.7,0.09217,5,29160,59174388.0
P2821,11.0,0.01845,4,8402,4699238.6
P2822,1.9,0.023200000000000002,3,7137,2494381.5
P2823,2.4,0.04658,3,12135,7274932.5
P2824,7.6,0.03171,1,15253,11432123.5
P2825,6.8,0.08806000000000001,3,23295,42844164.0
P2826,9.5,0.06613000000000001,5,2401,334459.29999999993
P2827,4.7,0.019080000000000003,6,16277,20821538.400000002
P2828,2.4,0.056850000000000005,5,30165,63325384.49999999
P2829,2.0,0.04744,3,13149,11956385.7
P2830,7.0,0.08686,6,5308,1986519.0
P2831,5.8,0.046930000000000006,2,26231,54539495.20000001
P2832,6.4,0.07831,7,3330,746752.5
P2833,6.4,0.09433000000000001,6,11339,9969248.8
P2834,1.9,0.04798,7,27178,44012053.199999996
P2835,9.0,0.07608000000000001,3,2353,374597.60000000003
P2836,4.6,0.00742,4,29239,50858316.599999994
P2837,3.8,0.07227,6,25230,37829862.0
P2838,2.8,0.0016200000000000001,7,5219,1302140.5
P2839,2.5,0.08852,3,23145,39907766.25
P2840,2.1,0.09358000000000001,3,30141,45196429.5
P2841,8.3,0.025740000000000002,4,11356,8736170.799999999
P2842,2.3,0.01353,4,27149,54956363.25
P2843,5.8,0.022600000000000002,3,21263,22315518.5
P2844,5.0,0.019520000000000003,3,25250,37859850.0
P2845,9.9,0.09749000000000001,3,24375,46780500.0
P2846,10.6,0.09988000000000001,1,4362,1044262.7999999999
P2847,5.8,0.09714,6,1255,74547.0
P2848,7.7,0.02313,6,26332,34218434.0
P2849,5.9,0.09137,1,30234,72537412.80000001
P2850,8.9,0.043320000000000004,3,13368,10419019.2
P2851,2.9,0.02604,6,5215,2081828.0000000002
P2852,4.2,0.08207,7,9243,6647565.600000001
P2853,3.7,0.07700000000000001,6,29220,63531585.0
P2854,2.6,0.02025,7,19184,27322812.0
P2855,8.4,0.054970000000000005,2,28340,47594195.99999999
P2856,2.0,0.021820000000000003,1,22113,24313243.5
P2857,4.4,0.03164,1,5174,2065460.8000000003
P2858,6.5,0.00649,7,24313,46661509.6
P2859,2.8,0.00889,7,12212,11713750.4
P2860,2.6,0.014910000000000001,5,20168,30236874.0
P2861,1.6,0.03787,6,27140,51275602.0
P2862,9.8,0.07649,4,20386,30563710.5
P2863,4.0,0.060950000000000004,1,9190,6609448.0
P2864,8.5,0.00468,3,26356,51374433.0
P2865,10.9,0.00369,4,23401,26899449.5
P2866,7.0,0.005090000000000001,4,7335,2563582.5
P2867,3.2,0.06942000000000001,5,21192,22241004.0
P2868,3.7,0.027750000000000004,7,9254,6239509.5
P2869,4.8,0.03687,3,25214,50407828.800000004
P2870,8.1,0.03479,5,5353,2136917.6
P2871,7.7,0.04952,7,16363,13082218.5
P2872,8.0,0.04587,2,30312,54543412.8
P2873,1.8,0.04723,5,19131,25430838.3
P2874,7.6,0.07623,6,18314,23062820.2
P2875,1.0,0.01912,5,4135,824932.5
P2876,3.0,0.028450000000000003,5,23168,26631616.0
P2877,7.1,0.04735,4,19295,21984722.999999996
P2878,7.0,0.08358,5,13318,12975061.5
P2879,5.7,0.020380000000000002,3,8286,4634359.8
P2880,8.0,0.04485,4,19356,22054226.4
P2881,10.2,0.07503,1,30382,54669370.8
P2882,7.5,0.01552,4,30314,63638180.19999999
P2883,3.2,0.07883000000000001,1,17154,17486787.599999998
P2884,6.6,0.01702,4,25286,47392285.5
P2885,7.3,0.04646,6,4324,1035165.5999999999
P2886,7.4,0.034420000000000006,7,21367,31394533.099999998
P2887,3.7,0.01187,4,18195,22912963.5
P2888,8.2,0.026430000000000002,7,27359,55381455.75
P2889,6.1,0.05093,2,9242,4985134.8
P2890,6.0,0.042510000000000006,7,29283,63668562.75
P2891,2.4,0.07845,1,5118,1532329.2
P2892,6.3,0.00992,5,12271,8827757.4
P2893,4.0,0.039490000000000004,6,25213,31503643.5
P2894,10.4,0.035800000000000005,3,14369,14071561.7
P2895,9.2,0.09899000000000001,7,8383,4688611.899999999
P2896,3.6,0.06763000000000001,5,29238,42380481.0
P2897,7.6,0.04211,7,16329,19582553.25
P2898,10.1,0.07692,6,13414,12197350.2
P2899,9.6,0.08625000000000001,3,30385,72899692.00000001
P2900,1.4,0.006110000000000001,5,10109,6059334.6
P2901,4.6,0.052480000000000006,5,21216,33399288.0
P2902,10.2,0.08238000000000001,5,1383,82150.2
P2903,2.8,0.00753,2,10163,6091702.2
P2904,9.7,0.01582,6,17390,22159207.5
P2905,10.9,0.05611000000000001,1,13395,13050078.75
P2906,8.0,0.01991,4,18348,26406441.6
P2907,8.4,0.08288000000000001,5,16357,19616132.25
P2908,3.4,0.038650000000000004,7,19240,29229408.0
P2909,9.1,0.00168,1,20323,28437973.9
P2910,4.8,0.09731000000000001,3,9242,4985134.8
P2911,7.2,0.09431,3,28273,59352095.25
P2912,11.0,0.06989000000000001,4,28418,39770991.0
P2913,10.4,0.08222,1,23361,40280204.25
P2914,2.7,0.05663000000000001,6,6195,2226483.0
P2915,1.6,0.09446,6,9163,5766275.899999999
P2916,2.6,0.0882,5,7167,4007786.4000000004
P2917,9.0,0.035250000000000004,5,4355,868822.5
P2918,4.0,0.08178,2,7202,3523938.5999999996
P2919,10.0,0.07157000000000001,3,4380,873810.0
P2920,1.6,0.05838,2,14113,11846452.2
P2921,8.8,0.059370000000000006,6,12354,8887467.6
P2922,9.9,0.08177000000000001,3,3362,603142.8
P2923,6.2,0.06654,7,17301,17636639.4
P2924,10.0,0.08248000000000001,7,30424,63869103.19999999
P2925,2.3,0.056690000000000004,1,11099,8538460.7
P2926,2.4,0.0013900000000000002,3,23175,26639662.5
P2927,6.1,0.012650000000000002,5,2298,320111.39999999997
P2928,10.6,0.03867,1,2373,283336.19999999995
P2929,8.0,0.005280000000000001,2,4281,1195683.2999999998
P2930,4.1,0.08791,2,30186,54316688.4
P2931,10.1,0.03971,7,9448,4246876.0
P2932,3.2,0.06352000000000001,1,21167,31100673.099999998
P2933,3.8,0.07020000000000001,5,13231,12030948.299999999
P2934,8.3,0.06233,6,23357,42958194.4
P2935,8.8,0.014320000000000001,5,20385,20374807.5
P2936,2.9,0.03946,5,24206,29035097.0
P2937,4.8,0.033710000000000004,2,8212,3280694.0
P2938,9.0,0.00489,4,1350,93555.0
P2939,1.5,0.031760000000000004,3,14110,9869945.0
P2940,9.6,0.02305,1,24342,35037874.8
P2941,5.5,0.022160000000000003,3,18251,19700129.4
P2942,8.8,0.09734000000000001,5,30352,63717953.599999994
P2943,4.0,0.08319,7,15262,11438869.0
P2944,2.3,0.08203,3,22165,29244500.999999996
P2945,5.8,0.05521,6,7304,4084396.8000000003
P2946,1.2,0.02884,7,2140,319395.0
P2947,5.0,0.023160000000000004,7,21299,22353300.5
P2948,8.7,0.09051000000000001,6,30388,45566806.0
P2949,6.5,0.08384000000000001,1,23253,32075188.199999996
P2950,4.3,0.08278,1,16168,20682105.6
P2951,4.0,0.006410000000000001,1,29178,59210915.4
P2952,1.6,0.021670000000000002,3,7154,3500452.1999999997
P2953,2.6,0.06720000000000001,3,9153,5759982.899999999
P2954,8.8,0.09156,6,10377,5183311.5
P2955,7.8,0.00813,7,16366,20935387.2
P2956,1.0,0.024100000000000003,7,22157,34106270.1
P2957,9.6,0.02074,6,7415,3887313.75
P2958,8.4,0.062240000000000004,7,13394,8699403.0
P2959,2.8,0.06294000000000001,1,20121,30166409.25
P2960,1.2,0.04472,4,13122,13636382.4
P2961,6.0,0.07177,3,8271,4625970.3
P2962,3.6,0.044180000000000004,4,25212,37802872.8
P2963,1.6,0.026170000000000002,1,29088,42163056.0
P2964,8.9,0.017060000000000002,4,5377,1878186.0999999999
P2965,2.7,0.05668,3,18147,24484839.75
P2966,7.0,0.09782,4,3308,741819.0
P2967,8.6,0.05775,7,24349,35047950.599999994
P2968,8.2,0.046930000000000006,7,25376,31707312.0
P2969,1.1,0.03871,6,14126,15809819.200000001
P2970,9.6,0.06294000000000001,4,22390,34464927.0
P2971,8.0,0.00632,5,9314,6279964.5
P2972,8.0,0.014530000000000001,4,2358,234621.0
P2973,1.6,0.06631000000000001,2,12142,8734954.799999999
P2974,1.7000000000000002,0.047490000000000004,4,23150,39916387.5
P2975,8.9,0.051680000000000004,6,17356,14743922.0
P2976,3.3,0.07201,6,2199,350080.80000000005
P2977,6.9,0.027370000000000002,4,11285,9921772.0
P2978,3.7,0.00421,1,15178,17063866.5
P2979,7.3,0.08223000000000001,2,19304,29326636.8
P2980,6.8,0.030230000000000003,7,30310,45449845.0
P2981,9.0,0.07223,7,9379,4215860.5
P2982,4.6,0.03459,2,23241,42744847.2
P2983,10.4,0.06979,4,27425,44412044.99999999
P2984,9.8,0.08103,4,8409,5039093.25
P2985,6.8,0.035410000000000004,7,12338,10355283.399999999
P2986,1.5,0.05623,7,25168,44026382.4
P2987,9.9,0.06945000000000001,2,7379,4126336.8000000003
P2988,6.0,0.042190000000000005,5,6294,3016084.8000000003
P2989,2.5,0.06717000000000001,6,24221,40674325.3
P2990,9.9,0.042010000000000006,2,19371,25749870.3
P2991,7.2,0.046090000000000006,6,3351,500974.5
P2992,1.5,0.06539,3,2125,253724.99999999997
P2993,2.3,0.08463000000000001,2,21125,22170687.5
P2994,6.3,0.08555,1,9246,6234115.5
P2995,8.2,0.042300000000000004,4,15359,17267355.75
P2996,7.9,0.01174,4,6326,2652491.8
P2997,8.8,0.01471,3,10336,5162832.0
P2998,8.0,0.05337000000000001,5,30369,54645978.599999994
P2999,7.2,0.027280000000000002,3,12315,8859411.0
P3000,3.0,0.021130000000000003,2,28147,59087589.75
P3001,7.5,0.048850000000000005,1,30298,54518221.199999996
P3002,2.1,0.050600000000000006,2,17166,21873775.5
P3003,2.6,0.09635,5,4188,835506.0
P3004,10.7,0.055700000000000006,6,22429,36991028.25
P3005,1.9,0.0011,3,6134,2571986.1999999997
P3006,2.8,0.03391,6,24223,29055488.5
P3007,10.4,0.04229,3,24382,46793934.4
P3008,7.0,0.028040000000000002,2,29298,63701176.5
P3009,6.0,0.07562,2,27286,58915931.20000001
P3010,9.6,0.013730000000000001,5,18403,19864198.2
P3011,4.3,0.08076000000000001,2,25187,50353850.4
P3012,9.1,0.08565,2,20349,30508238.25
P3013,9.0,0.014960000000000001,2,21321,35802223.2
P3014,9.7,0.07817,5,10407,7277615.1
P3015,2.2,0.03148,7,10200,7132860.0
P3016,10.3,0.03597,4,4370,1046177.9999999999
P3017,6.7,0.00625,7,12318,10338497.399999999
P3018,2.5,0.03717,2,9141,6163319.25
P3019,4.0,0.05308,4,6207,2974394.4000000004
P3020,8.7,0.0036000000000000003,6,19377,22078153.799999997
P3021,7.5,0.09781000000000001,7,12333,11829813.600000001
P3022,5.3,0.08670000000000001,5,16231,12976684.5
P3023,8.1,0.058260000000000006,1,20327,20316836.5
P3024,8.0,0.00159,5,7334,2563233.0
P3025,4.0,0.0673,2,14204,15897116.8
P3026,4.4,0.01888,4,4238,1014577.2
P3027,10.9,0.09846,6,12448,11193864.0
P3028,1.5,0.06944,6,14150,11877510.0
P3029,1.4,0.047310000000000005,3,19113,25406910.9
P3030,10.7,0.09264000000000001,2,13373,10422916.2
P3031,2.5,0.06735000000000001,1,5149,1541610.5999999999
P3032,3.7,0.009630000000000001,6,16235,15575859.0
P3033,8.2,0.07049000000000001,7,30352,63717953.599999994
P3034,10.7,0.00167,6,12436,8946458.4
P3035,6.8,0.01717,6,28329,47575722.599999994
P3036,7.3,0.026510000000000002,7,15326,13784204.4
P3037,7.8,0.031470000000000005,5,5341,1865611.2999999998
P3038,8.2,0.027860000000000003,6,7358,3600269.3999999994
P3039,8.1,0.01779,1,15296,16050092.799999999
P3040,1.7000000000000002,0.01838,1,7149,3997720.8000000003
P3041,7.8,0.09436000000000001,4,5306,1985770.5
P3042,10.4,0.09428,6,12403,11153397.75
P3043,8.3,0.09161000000000001,4,3367,755049.75
P3044,1.8,0.06982000000000001,6,17149,17481690.599999998
P3045,3.5,0.031490000000000004,6,16213,20739669.6
P3046,7.2,0.049980000000000004,4,12307,10329265.1
P3047,2.4,0.06439,2,23136,37232764.8
P3048,9.7,0.07475000000000001,4,18369,19827498.599999998
P3049,1.2,0.009330000000000001,1,17072,20303729.599999998
P3050,8.9,0.03288,6,4390,1401288.0000000002
P3051,9.1,0.024020000000000003,6,1387,109850.40000000001
P3052,7.9,0.045750000000000006,2,10308,8238153.600000001
P3053,10.3,0.09726000000000001,1,8377,5019917.25
P3054,7.3,0.07376,2,6298,1886251.0
P3055,6.9,0.06784000000000001,1,30299,68150025.75
P3056,7.0,0.02858,2,20279,30403290.75
P3057,10.9,0.061200000000000004,5,13458,13111456.5
P3058,1.0,0.02001,5,23119,26575290.5
P3059,7.7,0.0373,2,9299,4179900.5
P3060,2.1,0.04138,1,18113,16292643.5
P3061,10.0,0.053970000000000004,2,13371,13026696.75
P3062,7.4,0.08699000000000001,7,30322,54561406.8
P3063,1.7000000000000002,0.06124,1,10103,8074317.600000001
P3064,6.7,0.05459000000000001,7,25343,37999294.199999996
P3065,6.0,0.09914,5,16310,18255783.0
P3066,2.7,0.029820000000000003,4,8153,3257123.5
P3067,4.3,0.05926000000000001,4,27214,55087939.5
P3068,4.7,0.051570000000000005,2,20235,30337323.75
P3069,3.3,0.016730000000000002,3,3147,470476.5
P3070,1.4,0.09554000000000001,2,1091,64805.4
P3071,4.9,0.034170000000000006,3,13238,10317697.2
P3072,7.7,0.07672000000000001,6,13328,13850457.600000001
P3073,7.7,0.08343,6,8326,3991484.4
P3074,6.2,0.06698000000000001,6,24293,40795234.9
P3075,8.4,0.08378000000000001,3,3326,795579.2000000001
P3076,10.0,0.035210000000000005,6,6422,1923389.0
P3077,6.0,0.07192000000000001,3,30246,45353877.0
P3078,8.8,0.08916,7,18373,23137118.9
P3079,3.3,0.06430000000000001,3,14152,9899324.0
P3080,9.3,0.06785000000000001,6,23412,43059350.4
P3081,3.8,0.07518000000000001,7,11222,9866382.4
P3082,6.5,0.08105000000000001,6,25338,37991797.199999996
P3083,2.5,0.08320000000000001,2,28142,59077093.5
P3084,1.3,0.07557000000000001,2,16104,18025207.2
P3085,6.9,0.09198,5,6319,2649556.6999999997
P3086,2.4,0.09173,6,23170,42614264.0
P3087,2.3,0.05102,4,19146,21814952.4
P3088,10.1,0.045020000000000004,3,7390,4132488.0000000005
P3089,4.6,0.08296,5,25249,47322938.25
P3090,2.0,0.08399000000000001,3,9127,6153879.75
P3091,9.2,0.08715,1,15352,17259486.0
P3092,10.1,0.026410000000000003,7,6411,2880141.75
P3093,7.9,0.006790000000000001,2,19306,29329675.2
P3094,2.9,0.08589000000000001,5,24185,46415852.0
P3095,5.9,0.036730000000000006,3,2259,224770.5
P3096,6.7,0.02177,1,4230,843885.0
P3097,8.2,0.031080000000000003,1,4326,863037.0
P3098,9.0,0.03221,5,20379,28516334.7
P3099,7.0,0.08778000000000001,4,22309,24528745.5
P3100,3.5,0.05457000000000001,1,16164,20676988.8
P3101,3.0,0.06625,2,19163,29112429.6
P3102,3.7,0.09912000000000001,6,5211,1820202.2999999998
P3103,3.2,0.037700000000000004,6,29209,59273823.699999996
P3104,3.2,0.09960000000000001,4,15199,13669980.6
P3105,9.6,0.013260000000000001,5,25376,47560968.0
P3106,9.3,0.012050000000000002,7,16391,15725525.4
P3107,8.0,0.023680000000000003,7,27339,59030368.800000004
P3108,7.6,0.04574,1,29303,67959517.60000001
P3109,6.3,0.06312000000000001,2,19260,25602318.0
P3110,10.6,0.006280000000000001,7,20459,20448770.5
P3111,5.2,0.08103,4,29267,42422516.5
P3112,2.0,0.05659,4,19186,29147371.2
P3113,7.0,0.08802,2,23286,26767257.0
P3114,2.1,0.030930000000000003,6,23158,26620121.0
P3115,10.1,0.02024,3,28394,63579844.800000004
P3116,10.1,0.05664,1,12384,7424208.0
P3117,7.5,0.040650000000000006,3,20296,30428778.0
P3118,1.5,0.08564000000000001,6,27158,58639553.60000001
P3119,7.2,0.04599,2,1318,104385.6
P3120,2.0,0.014300000000000002,1,19113,29036469.6
P3121,6.2,0.06273000000000001,2,22238,29340817.199999996
P3122,10.5,0.029660000000000002,3,28388,47674807.199999996
P3123,7.3,0.0626,2,10282,6163030.8
P3124,5.1,0.01156,7,9279,5005092.6
P3125,4.5,0.00168,5,24269,29110665.5
P3126,9.5,0.03577,1,21314,22369043.0
P3127,4.2,0.08191000000000001,5,12227,10995129.75
P3128,3.5,0.0014800000000000002,7,16223,12970288.5
P3129,2.9,0.06968,1,6139,1838630.5
P3130,7.2,0.09751000000000001,6,23320,37528876.0
P3131,6.5,0.021120000000000003,5,8302,3316649.0
P3132,8.0,0.053790000000000004,1,20292,24338224.799999997
P3133,10.3,0.0734,4,5394,1884124.1999999997
P3134,6.6,0.07328000000000001,3,8257,3298671.5
P3135,6.8,0.07509,4,13267,12925374.75
P3136,8.2,0.019880000000000002,6,11377,10002658.4
P3137,10.2,0.09394000000000001,1,4394,1402564.8000000003
P3138,10.7,0.09795000000000001,1,1357,67171.5
P3139,7.6,0.00395,2,8295,4639393.5
P3140,9.1,0.08952,1,3322,744958.5
P3141,7.5,0.013090000000000001,4,6318,2270689.1999999997
P3142,9.4,0.07766,3,3351,701364.2999999999
P3143,5.0,0.034910000000000004,2,12214,7322293.0
P3144,7.1,0.0352,7,15320,17223510.0
P3145,4.5,0.038840000000000006,7,20241,30346319.25
P3146,1.8,0.02661,2,26103,47489187.9
P3147,1.5,0.032760000000000004,1,16100,20595120.0
P3148,10.5,0.035140000000000005,2,3401,711829.2999999999
P3149,4.0,0.02288,6,28246,47436332.4
P3150,1.6,0.025030000000000004,4,3153,565648.2000000001
P3151,8.6,0.08046,3,19329,27529328.25
P3152,1.7000000000000002,0.07259,2,16141,15485675.4
P3153,6.0,0.0021300000000000004,4,6295,1885352.5
P3154,5.4,0.025980000000000003,2,4225,842887.5
P3155,8.3,0.00595,2,11305,7454517.0
P3156,9.9,0.061290000000000004,5,26391,41154125.4
P3157,4.3,0.08765,2,12195,8773083.0
P3158,8.7,0.07127,6,2395,333623.49999999994
P3159,2.5,0.05693,6,2200,306459.99999999994
P3160,10.4,0.051070000000000004,5,12400,11150700.0
P3161,2.2,0.09341,6,18183,16355608.5
P3162,1.4,0.06394000000000001,7,6181,1851209.5
P3163,1.7000000000000002,0.00974,7,12175,8758695.0
P3164,2.4,0.015620000000000002,5,3162,661806.6
P3165,2.7,0.06911,6,11199,9846160.8
P3166,3.4,0.062000000000000006,5,13220,8586390.0
P3167,1.7000000000000002,0.0011200000000000001,3,5114,1275943.0
P3168,6.2,0.03132,3,1270,94297.5
P3169,6.4,0.06662,2,6273,2818145.25
P3170,5.0,0.08642000000000001,1,30211,45301394.5
P3171,2.8,0.03794,6,28219,47390988.599999994
P3172,10.7,0.04535,2,17398,20691441.4
P3173,4.0,0.04809,6,17217,17551009.8
P3174,5.1,0.08978000000000001,7,6300,1886850.0
P3175,4.3,0.048350000000000004,4,9234,5810956.199999999
P3176,7.0,0.045070000000000006,2,5270,1840810.9999999998
P3177,3.0,0.08092,1,26129,33954635.5
P3178,1.2,0.012450000000000001,6,10173,7113978.899999999
P3179,1.7000000000000002,0.09513,5,22145,29218112.999999996
P3180,5.8,0.00892,3,7251,4054759.2
P3181,7.0,0.07678,5,28322,59454958.5
P3182,9.0,0.08302000000000001,4,29376,42580512.0
P3183,7.7,0.04809,3,26292,40999744.8
P3184,1.8,0.03203,5,21169,22216865.5
P3185,3.1,0.05047,4,27197,55053527.25
P3186,3.6,0.05229,5,13182,13698734.4
P3187,4.5,0.04365,4,14211,11928713.4
P3188,2.5,0.08035,6,3173,474363.5
P3189,1.9,0.06326000000000001,3,10133,7592150.25
P3190,8.2,0.07872000000000001,4,29336,59531544.8
P3191,3.1,0.07498,4,17162,23326590.400000002
P3192,3.6,0.09323000000000001,6,21204,31155037.2
P3193,6.9,0.08086,5,25306,37943816.4
P3194,6.5,0.02467,5,27286,44186948.4
P3195,3.9,0.06597,2,15197,18224242.400000002
P3196,9.0,0.00284,3,13316,10378490.4
P3197,2.2,0.049210000000000004,7,11175,9210993.75
P3198,6.3,0.02066,5,22299,39228400.800000004
P3199,8.8,0.018240000000000003,1,22341,24563929.5
P3200,2.0,0.05145,6,6152,2211028.8
P3201,5.0,0.058350000000000006,7,17241,17575475.4
P3202,6.0,0.060480000000000006,4,7263,4061469.6000000006
P3203,10.3,0.08704,1,12380,10390534.0
P3204,2.2,0.09603,5,21165,26655200.999999996
P3205,6.9,0.07769000000000001,3,28276,55401166.8
P3206,8.3,0.05192,4,1342,66429.0
P3207,9.6,0.0796,6,14400,12087360.0
P3208,4.0,0.07071000000000001,1,10165,5077417.5
P3209,3.9,0.08896000000000001,6,14199,11918640.6
P3210,4.1,0.09269000000000001,7,27266,51513653.8
P3211,7.1,0.0274,4,23284,37470941.199999996
P3212,6.7,0.0323,7,1326,91891.8
P3213,6.7,0.009840000000000002,7,17331,23556295.2
P3214,7.4,0.021320000000000002,5,13293,13814085.600000001
P3215,10.9,0.019790000000000002,5,16394,18349804.2
P3216,9.5,0.013130000000000001,3,12380,7421810.0
P3217,1.9,0.0492,6,3159,755632.8
P3218,7.4,0.07347000000000001,2,13273,8620813.5
P3219,5.0,0.09669000000000001,5,9263,4163718.5
P3220,9.3,0.09807,1,12336,11832691.200000001
P3221,6.5,0.07367,5,18306,23052745.8
P3222,10.1,0.06377000000000001,4,29372,42574714.0
P3223,11.0,0.00034,5,8444,5397404.800000001
P3224,4.4,0.09501000000000001,1,10199,5094400.5
P3225,3.1,0.02315,7,13212,8581194.0
P3226,10.0,0.021150000000000002,7,30434,45635783.0
P3227,1.2,0.08474000000000001,5,6147,2945642.4000000004
P3228,1.1,0.021830000000000002,2,8092,4525855.6
P3229,10.4,0.004690000000000001,6,12433,8944300.2
P3230,3.3,0.0918,7,15193,18219445.6
P3231,3.2,0.013290000000000001,2,29153,63385910.25
P3232,3.2,0.08673,5,7177,2508361.5
P3233,7.6,0.019260000000000003,7,27362,44310022.8
P3234,4.0,0.0034300000000000003,1,16157,20668034.400000002
P3235,1.1,0.07262,6,7141,2994935.4
P3236,3.0,0.05133000000000001,1,26177,47623816.1
P3237,10.1,0.054240000000000003,1,23375,32243474.999999996
P3238,9.2,0.03679,5,23389,32262786.599999998
P3239,7.6,0.052180000000000004,2,28276,63315619.20000001
P3240,8.3,0.06496,7,11366,9368425.5
P3241,6.8,0.009250000000000001,7,13311,8645494.5
P3242,4.0,0.009760000000000001,2,10192,8145446.4
P3243,3.2,0.0117,3,16203,18136017.9
P3244,6.6,0.0893,6,20326,24379004.4
P3245,9.9,0.08147,4,13420,10459548.0
P3246,8.0,0.030840000000000003,5,18361,24773579.25
P3247,1.1,0.056530000000000004,1,7073,2472013.5
P3248,7.1,0.023370000000000002,1,22290,29409425.999999996
P3249,2.5,0.043680000000000004,1,17114,14538343.0
P3250,2.3,0.03939,1,7126,2988644.4
P3251,1.5,0.06691000000000001,3,27114,36590343.0
P3252,10.2,0.016380000000000002,1,24395,46818884.0
P3253,10.4,0.007470000000000001,4,2426,362080.5
P3254,5.1,0.005260000000000001,6,4265,1276301.25
P3255,1.8,0.017,1,28093,47179384.199999996
P3256,1.0,0.00107,3,30110,54179933.99999999
P3257,3.4,0.021400000000000002,5,22189,29276166.599999998
P3258,9.0,0.042460000000000005,6,30382,68336713.5
P3259,1.5,0.09770000000000001,2,15130,13607922.0
P3260,1.2,0.044890000000000006,6,14137,14833247.25
P3261,4.3,0.07849,3,11223,9867261.6
P3262,7.3,0.07389000000000001,5,20335,32519732.0
P3263,9.7,0.02559,1,22348,24571626.0
P3264,3.3,0.01913,3,1156,80110.8
P3265,8.9,0.09091,2,22344,29480673.599999998
P3266,2.5,0.09537000000000001,7,12193,10233584.9
P3267,8.9,0.010190000000000001,4,27379,51727144.699999996
P3268,5.8,0.09300000000000001,7,28327,47572363.8
P3269,4.6,0.03669,3,18204,22924297.2
P3270,5.4,0.07305,6,26291,47831216.3
P3271,3.1,0.07020000000000001,7,24237,46515650.4
P3272,4.8,0.01803,6,16242,20776766.400000002
P3273,7.2,0.05131,6,9298,5015341.2
P3274,7.6,0.07963,4,13316,12973113.0
P3275,1.2,0.004520000000000001,2,6110,2927912.0000000005
P3276,7.0,0.03114,5,22307,36789819.75
P3277,8.0,0.08629,3,6305,1888347.5
P3278,10.8,0.08995,7,20441,24516935.4
P3279,4.8,0.06668,5,30258,63520619.39999999
P3280,3.2,0.04991,7,15218,13687069.2
P3281,9.4,0.06916,1,7341,3848519.25
P3282,4.3,0.06173000000000001,5,18231,16398784.5
P3283,1.9,0.06674000000000001,4,11134,9177199.5
P3284,6.8,0.04927,5,3291,688806.2999999999
P3285,7.0,0.0054800000000000005,4,9313,6279290.25
P3286,6.0,0.01076,6,14311,10010544.5
P3287,1.3,0.02892,6,3187,762330.4
P3288,6.2,0.018000000000000002,1,10261,6150443.399999999
P3289,8.0,0.0268,5,9327,6288729.75
P3290,7.8,0.0206,5,7328,2561136.0
P3291,9.6,0.00674,6,21398,22457201.0
P3292,5.1,0.01712,7,7301,3572379.3
P3293,9.0,0.04016,2,7329,2561485.5
P3294,8.1,0.08312000000000001,3,2335,325265.49999999994
