id,color,category,price,rating,base_discount,net_price
P2473,3,3,2799,3.8,0.7,1959.3
P2474,3,1,1399,8.0,0.8,1119.2
P2475,2,1,799,10.0,0.8,639.2
P2476,4,3,2999,10.2,0.7,2099.2999999999997
P2477,3,1,1799,9.4,0.8,1439.2
P2478,3,5,99,1.0,0.5,49.5
P2479,4,1,1299,2.1,0.8,1039.2
P2480,1,2,2799,1.1,0.75,2099.25
P2481,3,2,2499,1.5,0.75,1874.25
P2482,2,4,2099,9.5,0.6,1259.3999999999999
P2483,1,2,2099,5.4,0.75,1574.25
P2484,3,2,1299,2.3,0.75,974.25
P2485,4,4,199,10.1,0.6,119.39999999999999
P2486,4,4,1699,5.4,0.6,1019.4
P2487,4,4,2699,3.4,0.6,1619.3999999999999
P2488,3,4,1599,5.0,0.6,959.4
P2489,1,2,799,1.3,0.75,599.25
P2490,1,2,1999,10.2,0.75,1499.25
P2491,3,1,1599,8.0,0.8,1279.2
P2492,5,4,1499,5.8,0.6,899.4
P2493,3,2,1699,10.9,0.75,1274.25
P2494,5,3,2799,4.2,0.7,1959.3
P2495,1,2,1999,5.0,0.75,1499.25
P2496,5,5,399,8.2,0.5,199.5
P2497,4,3,399,9.0,0.7,279.29999999999995
P2498,5,3,1699,4.4,0.7,1189.3
P2499,4,2,99,3.5,0.75,74.25
P2500,2,5,199,6.3,0.5,99.5
P2501,4,2,1599,10.7,0.75,1199.25
P2502,1,5,2499,1.0,0.5,1249.5
P2503,5,5,1799,1.8,0.5,899.5
P2504,1,5,1799,8.7,0.5,899.5
P2505,5,1,799,3.5,0.8,639.2
P2506,2,3,999,9.3,0.7,699.3
P2507,1,1,99,1.2,0.8,79.2
P2508,4,1,999,9.0,0.8,799.2
P2509,4,4,399,4.0,0.6,239.39999999999998
P2510,5,3,2399,3.5,0.7,1679.3
P2511,3,4,1299,4.0,0.6,779.4
P2512,4,1,1199,2.7,0.8,959.2
P2513,1,1,699,8.3,0.8,559.2
P2514,5,4,299,2.9,0.6,179.4
P2515,1,5,1999,8.0,0.5,999.5
P2516,4,3,2899,4.4,0.7,2029.3
P2517,2,4,199,2.8,0.6,119.39999999999999
P2518,1,1,499,8.2,0.8,399.20000000000005
P2519,5,3,2999,2.0,0.7,2099.2999999999997
P2520,1,1,199,6.1,0.8,159.20000000000002
P2521,1,5,2599,1.3,0.5,1299.5
P2522,5,5,1699,5.3,0.5,849.5
P2523,1,1,2899,9.4,0.8,2319.2000000000003
P2524,2,3,1699,6.6,0.7,1189.3
P2525,2,1,1399,3.0,0.8,1119.2
P2526,4,5,2699,1.4,0.5,1349.5
P2527,1,5,599,4.1,0.5,299.5
P2528,1,2,1099,3.6,0.75,824.25
P2529,5,3,1399,3.0,0.7,979.3
P2530,1,2,399,9.1,0.75,299.25
P2531,1,2,2899,4.7,0.75,2174.25
P2532,3,5,1399,9.4,0.5,699.5
P2533,3,5,2199,3.0,0.5,1099.5
P2534,3,1,2799,2.3,0.8,2239.2000000000003
P2535,3,1,2699,3.4,0.8,2159.2000000000003
P2536,4,3,2399,5.0,0.7,1679.3
P2537,3,2,199,2.5,0.75,149.25
P2538,5,3,1399,10.8,0.7,979.3
P2539,5,5,1299,6.1,0.5,649.5
P2540,3,3,1699,11.0,0.7,1189.3
P2541,4,2,399,5.2,0.75,299.25
P2542,5,3,1299,7.7,0.7,909.3
P2543,1,1,2399,6.7,0.8,1919.2
P2544,3,3,2099,7.7,0.7,1469.3
P2545,5,2,1599,3.4,0.75,1199.25
P2546,5,4,2499,2.9,0.6,1499.3999999999999
P2547,3,4,1799,1.1,0.6,1079.3999999999999
P2548,2,3,299,1.9,0.7,209.29999999999998
P2549,3,4,2599,8.7,0.6,1559.3999999999999
P2550,5,5,2599,9.3,0.5,1299.5
P2551,3,3,2399,1.6,0.7,1679.3
P2552,2,2,299,6.8,0.75,224.25
P2553,2,4,2899,10.0,0.6,1739.3999999999999
P2554,3,3,199,10.8,0.7,139.29999999999998
P2555,3,3,2899,3.6,0.7,2029.3
P2556,5,5,1299,10.8,0.5,649.5
P2557,3,4,1099,3.7,0.6,659.4
P2558,5,2,2399,4.3,0.75,1799.25
P2559,2,5,199,4.7,0.5,99.5
P2560,4,1,2499,4.8,0.8,1999.2
P2561,3,2,499,9.6,0.75,374.25
P2562,3,2,399,1.6,0.75,299.25
P2563,2,4,499,9.5,0.6,299.4
P2564,4,3,999,3.8,0.7,699.3
P2565,5,1,899,2.2,0.8,719.2
P2566,3,2,1799,10.4,0.75,1349.25
P2567,2,3,2799,10.2,0.7,1959.3
P2568,5,2,1899,9.0,0.75,1424.25
P2569,3,5,2799,6.1,0.5,1399.5
P2570,5,1,199,7.5,0.8,159.20000000000002
P2571,3,4,599,10.5,0.6,359.4
P2572,4,3,999,10.7,0.7,699.3
P2573,2,1,1699,9.8,0.8,1359.2
P2574,5,3,1899,7.9,0.7,1329.3
P2575,2,2,1199,2.9,0.75,899.25
P2576,4,3,199,9.7,0.7,139.29999999999998
P2577,5,4,99,5.5,0.6,59.4
P2578,5,5,399,1.4,0.5,199.5
P2579,3,5,2499,2.1,0.5,1249.5
P2580,4,4,2199,3.3,0.6,1319.3999999999999
P2581,3,4,1099,2.2,0.6,659.4
P2582,1,3,1799,2.1,0.7,1259.3
P2583,4,5,299,9.8,0.5,149.5
P2584,3,3,599,7.8,0.7,419.29999999999995
P2585,3,2,1799,3.4,0.75,1349.25
P2586,2,1,1099,6.7,0.8,879.2
P2587,5,3,799,10.3,0.7,559.3
P2588,1,1,299,3.4,0.8,239.20000000000002
P2589,1,4,1999,4.5,0.6,1199.3999999999999
P2590,4,4,1299,8.0,0.6,779.4
P2591,2,3,1399,1.7000000000000002,0.7,979.3
P2592,4,1,2799,10.4,0.8,2239.2000000000003
P2593,2,3,1099,1.8,0.7,769.3
P2594,5,4,2399,10.2,0.6,1439.3999999999999
P2595,2,1,1699,7.0,0.8,1359.2
P2596,5,2,2999,8.5,0.75,2249.25
P2597,4,3,2199,5.3,0.7,1539.3
P2598,2,1,2599,10.9,0.8,2079.2000000000003
P2599,2,2,2599,1.7000000000000002,0.75,1949.25
P2600,4,1,899,6.6,0.8,719.2
P2601,4,5,899,9.2,0.5,449.5
P2602,1,2,1999,1.5,0.75,1499.25
P2603,4,2,199,2.0,0.75,149.25
P2604,4,1,1699,10.8,0.8,1359.2
P2605,1,1,1799,6.2,0.8,1439.2
P2606,1,4,2599,2.1,0.6,1559.3999999999999
P2607,5,3,899,9.4,0.7,629.3
P2608,1,3,2899,6.6,0.7,2029.3
P2609,1,1,399,10.2,0.8,319.20000000000005
P2610,3,3,699,6.7,0.7,489.29999999999995
P2611,1,1,999,8.6,0.8,799.2
P2612,2,5,1499,5.2,0.5,749.5
P2613,2,3,2799,1.8,0.7,1959.3
P2614,1,2,2799,1.8,0.75,2099.25
P2615,5,4,1799,3.3,0.6,1079.3999999999999
P2616,5,1,199,5.3,0.8,159.20000000000002
P2617,2,2,1599,1.2,0.75,1199.25
P2618,2,4,2199,6.0,0.6,1319.3999999999999
P2619,3,3,1299,9.0,0.7,909.3
P2620,4,4,799,10.4,0.6,479.4
P2621,3,4,1799,7.4,0.6,1079.3999999999999
P2622,4,1,2899,7.6,0.8,2319.2000000000003
P2623,1,5,199,1.0,0.5,99.5
P2624,1,3,2999,3.1,0.7,2099.2999999999997
P2625,1,2,2199,1.1,0.75,1649.25
P2626,2,1,299,7.3,0.8,239.20000000000002
P2627,1,5,2699,9.4,0.5,1349.5
P2628,5,3,1399,8.3,0.7,979.3
P2629,5,3,1999,5.6,0.7,1399.3
P2630,5,1,2899,8.0,0.8,2319.2000000000003
P2631,1,5,2799,5.8,0.5,1399.5
P2632,4,4,1599,4.1,0.6,959.4
P2633,3,4,1499,9.9,0.6,899.4
P2634,4,4,1199,7.4,0.6,719.4
P2635,1,4,1499,5.2,0.6,899.4
P2636,2,5,2199,6.0,0.5,1099.5
P2637,4,2,299,6.6,0.75,224.25
P2638,1,3,2299,3.0,0.7,1609.3
P2639,4,1,1899,10.1,0.8,1519.2
P2640,3,1,1999,4.0,0.8,1599.2
P2641,5,5,1499,7.4,0.5,749.5
P2642,2,4,699,4.9,0.6,419.4
P2643,2,2,2199,5.4,0.75,1649.25
P2644,4,1,2799,3.5,0.8,2239.2000000000003
P2645,5,4,1399,3.4,0.6,839.4
P2646,5,2,1599,4.8,0.75,1199.25
P2647,5,3,2899,5.4,0.7,2029.3
P2648,2,5,999,5.5,0.5,499.5
P2649,5,5,2699,6.3,0.5,1349.5
P2650,4,2,899,4.0,0.75,674.25
P2651,1,2,2899,1.8,0.75,2174.25
P2652,3,5,1799,2.2,0.5,899.5
P2653,1,3,999,9.4,0.7,699.3
P2654,2,4,1399,3.4,0.6,839.4
P2655,1,5,1699,7.2,0.5,849.5
P2656,5,1,599,2.3,0.8,479.20000000000005
P2657,3,4,899,7.4,0.6,539.4
P2658,5,5,2699,4.5,0.5,1349.5
P2659,2,1,99,10.8,0.8,79.2
P2660,1,4,99,1.1,0.6,59.4
P2661,3,4,1499,1.1,0.6,899.4
P2662,4,4,1899,6.0,0.6,1139.3999999999999
P2663,4,5,2499,7.4,0.5,1249.5
P2664,2,1,1199,5.4,0.8,959.2
P2665,5,5,1299,1.7000000000000002,0.5,649.5
P2666,3,5,2299,7.7,0.5,1149.5
P2667,3,4,2199,8.2,0.6,1319.3999999999999
P2668,1,4,199,7.4,0.6,119.39999999999999
P2669,3,1,2199,10.6,0.8,1759.2
P2670,3,3,2199,8.7,0.7,1539.3
P2671,1,1,2299,6.1,0.8,1839.2
P2672,4,3,1399,2.9,0.7,979.3
P2673,5,1,1599,2.8,0.8,1279.2
P2674,1,2,99,3.8,0.75,74.25
P2675,5,1,199,9.6,0.8,159.20000000000002
P2676,1,5,299,4.2,0.5,149.5
P2677,3,2,1099,4.8,0.75,824.25
P2678,3,2,799,8.6,0.75,599.25
P2679,2,4,2499,7.9,0.6,1499.3999999999999
P2680,1,4,1299,9.7,0.6,779.4
P2681,4,1,199,4.9,0.8,159.20000000000002
P2682,4,5,1599,8.8,0.5,799.5
P2683,1,4,399,8.6,0.6,239.39999999999998
P2684,4,4,2599,9.3,0.6,1559.3999999999999
P2685,4,3,1899,9.4,0.7,1329.3
P2686,2,3,2999,7.6,0.7,2099.2999999999997
P2687,1,5,1499,1.9,0.5,749.5
P2688,3,5,2499,9.0,0.5,1249.5
P2689,5,4,1399,5.4,0.6,839.4
P2690,1,3,799,4.0,0.7,559.3
P2691,5,5,899,10.0,0.5,449.5
P2692,1,2,699,6.3,0.75,524.25
P2693,5,5,2399,3.6,0.5,1199.5
P2694,1,1,2799,4.0,0.8,2239.2000000000003
P2695,5,1,499,1.3,0.8,399.20000000000005
P2696,2,2,799,5.5,0.75,599.25
P2697,5,3,2999,3.5,0.7,2099.2999999999997
P2698,3,5,1699,8.0,0.5,849.5
P2699,3,1,1599,9.2,0.8,1279.2
P2700,2,3,1799,7.0,0.7,1259.3
P2701,2,1,1599,9.7,0.8,1279.2
P2702,3,4,399,5.9,0.6,239.39999999999998
P2703,5,3,2799,9.0,0.7,1959.3
P2704,3,5,899,7.4,0.5,449.5
P2705,5,1,1099,9.4,0.8,879.2
P2706,4,2,2299,1.2,0.75,1724.25
P2707,4,4,2999,9.8,0.6,1799.3999999999999
P2708,4,4,999,3.4,0.6,599.4
P2709,4,3,1299,1.0,0.7,909.3
P2710,2,1,2699,10.4,0.8,2159.2000000000003
P2711,1,4,399,1.3,0.6,239.39999999999998
P2712,3,4,799,2.0,0.6,479.4
P2713,5,1,2799,5.8,0.8,2239.2000000000003
P2714,4,5,1699,4.6,0.5,849.5
P2715,5,4,2099,6.7,0.6,1259.3999999999999
P2716,2,2,1599,3.2,0.75,1199.25
P2717,1,2,299,1.3,0.75,224.25
P2718,3,5,2999,5.4,0.5,1499.5
P2719,3,5,2599,7.5,0.5,1299.5
P2720,5,4,1599,6.5,0.6,959.4
P2721,4,4,599,9.0,0.6,359.4
P2722,4,3,1699,3.5,0.7,1189.3
P2723,1,5,2899,8.5,0.5,1449.5
P2724,1,2,99,1.4,0.75,74.25
P2725,2,3,1099,5.6,0.7,769.3
P2726,3,3,2999,6.4,0.7,2099.2999999999997
P2727,5,2,1299,4.5,0.75,974.25
P2728,1,4,799,7.0,0.6,479.4
P2729,5,2,1999,8.5,0.75,1499.25
P2730,2,4,2299,4.4,0.6,1379.3999999999999
P2731,1,5,1499,1.5,0.5,749.5
P2732,4,4,2799,6.0,0.6,1679.3999999999999
P2733,5,3,1299,5.4,0.7,909.3
P2734,5,1,2299,4.8,0.8,1839.2
P2735,4,1,2999,8.9,0.8,2399.2000000000003
P2736,5,2,1299,9.2,0.75,974.25
P2737,3,1,199,8.4,0.8,159.20000000000002
P2738,5,2,2399,10.4,0.75,1799.25
P2739,5,4,2299,2.5,0.6,1379.3999999999999
P2740,3,4,2599,8.1,0.6,1559.3999999999999
P2741,5,4,599,2.8,0.6,359.4
P2742,5,4,1899,10.5,0.6,1139.3999999999999
P2743,3,1,2699,6.4,0.8,2159.2000000000003
P2744,4,5,899,7.6,0.5,449.5
P2745,1,5,999,10.3,0.5,499.5
P2746,1,2,2299,2.3,0.75,1724.25
P2747,3,3,499,8.9,0.7,349.29999999999995
P2748,3,5,2699,6.5,0.5,1349.5
P2749,4,2,1299,1.5,0.75,974.25
P2750,3,1,2999,6.4,0.8,2399.2000000000003
P2751,2,5,1799,8.8,0.5,899.5
P2752,2,4,1699,3.5,0.6,1019.4
P2753,2,5,899,8.0,0.5,449.5
P2754,5,5,699,7.0,0.5,349.5
P2755,3,2,299,4.6,0.75,224.25
P2756,1,5,2299,2.6,0.5,1149.5
P2757,1,1,2399,10.0,0.8,1919.2
P2758,5,2,399,9.5,0.75,299.25
P2759,2,1,1099,7.1,0.8,879.2
P2760,3,3,1799,6.0,0.7,1259.3
P2761,3,1,2099,3.7,0.8,1679.2
P2762,2,2,1499,4.9,0.75,1124.25
P2763,4,2,2299,9.2,0.75,1724.25
P2764,5,5,2899,3.9,0.5,1449.5
P2765,5,1,599,9.3,0.8,479.20000000000005
P2766,1,2,2999,3.6,0.75,2249.25
P2767,5,5,2199,7.4,0.5,1099.5
P2768,3,3,2699,3.6,0.7,1889.3
P2769,2,1,2799,2.6,0.8,2239.2000000000003
P2770,2,5,99,5.9,0.5,49.5
P2771,5,1,699,2.9,0.8,559.2
P2772,3,5,299,2.7,0.5,149.5
P2773,3,3,799,1.5,0.7,559.3
P2774,5,1,1599,8.5,0.8,1279.2
P2775,5,5,2699,4.0,0.5,1349.5
P2776,3,1,1399,10.6,0.8,1119.2
P2777,4,3,299,9.1,0.7,209.29999999999998
P2778,5,5,1699,10.2,0.5,849.5
P2779,4,1,499,10.5,0.8,399.20000000000005
P2780,4,4,699,9.1,0.6,419.4
P2781,2,3,1799,10.9,0.7,1259.3
P2782,2,2,2699,8.6,0.75,2024.25
P2783,4,2,2699,5.6,0.75,2024.25
P2784,3,2,599,3.6,0.75,449.25
P2785,4,4,1299,5.3,0.6,779.4
P2786,2,1,2999,3.5,0.8,2399.2000000000003
P2787,3,4,999,11.0,0.6,599.4
P2788,1,1,799,8.1,0.8,639.2
P2789,1,1,1099,5.2,0.8,879.2
P2790,2,2,2199,1.6,0.75,1649.25
P2791,3,4,1299,4.3,0.6,779.4
P2792,2,3,2299,10.9,0.7,1609.3
P2793,5,2,1699,7.8,0.75,1274.25
P2794,3,1,2699,5.4,0.8,2159.2000000000003
P2795,3,5,2899,7.8,0.5,1449.5
P2796,2,1,1599,5.7,0.8,1279.2
P2797,3,2,1799,2.5,0.75,1349.25
P2798,2,4,1499,10.3,0.6,899.4
P2799,2,3,2099,6.8,0.7,1469.3
P2800,4,3,1299,8.0,0.7,909.3
P2801,2,1,2099,8.2,0.8,1679.2
P2802,3,3,2299,6.0,0.7,1609.3
P2803,5,4,1099,8.9,0.6,659.4
P2804,4,2,1699,11.0,0.75,1274.25
P2805,5,2,99,9.6,0.75,74.25
P2806,1,5,1599,4.3,0.5,799.5
P2807,3,5,1799,6.5,0.5,899.5
P2808,4,3,1599,6.5,0.7,1119.3
P2809,1,5,2899,8.4,0.5,1449.5
P2810,1,1,899,10.9,0.8,719.2
P2811,4,2,2799,10.0,0.75,2099.25
P2812,1,3,2299,7.0,0.7,1609.3
P2813,1,4,1899,9.0,0.6,1139.3999999999999
P2814,5,2,299,9.5,0.75,224.25
P2815,1,5,899,1.7000000000000002,0.5,449.5
P2816,5,5,599,6.2,0.5,299.5
P2817,2,4,1499,1.0,0.6,899.4
P2818,5,5,399,7.4,0.5,199.5
P2819,1,5,2799,5.1,0.5,1399.5
P2820,1,3,2899,2.7,0.7,2029.3
P2821,1,3,799,11.0,0.7,559.3
P2822,4,5,699,1.9,0.5,349.5
P2823,2,5,1199,2.4,0.5,599.5
P2824,1,5,1499,7.6,0.5,749.5
P2825,4,1,2299,6.8,0.8,1839.2
P2826,4,3,199,9.5,0.7,139.29999999999998
P2827,5,1,1599,4.7,0.8,1279.2
P2828,3,3,2999,2.4,0.7,2099.2999999999997
P2829,5,3,1299,2.0,0.7,909.3
P2830,1,2,499,7.0,0.75,374.25
P2831,2,1,2599,5.8,0.8,2079.2000000000003
P2832,5,2,299,6.4,0.75,224.25
P2833,5,1,1099,6.4,0.8,879.2
P2834,4,4,2699,1.9,0.6,1619.3999999999999
P2835,2,1,199,9.0,0.8,159.20000000000002
P2836,5,4,2899,4.6,0.6,1739.3999999999999
P2837,4,4,2499,3.8,0.6,1499.3999999999999
P2838,5,5,499,2.8,0.5,249.5
P2839,2,2,2299,2.5,0.75,1724.25
P2840,2,5,2999,2.1,0.5,1499.5
P2841,5,3,1099,8.3,0.7,769.3
P2842,3,2,2699,2.3,0.75,2024.25
P2843,4,5,2099,5.8,0.5,1049.5
P2844,5,4,2499,5.0,0.6,1499.3999999999999
P2845,3,1,2399,9.9,0.8,1919.2
P2846,2,4,399,10.6,0.6,239.39999999999998
P2847,1,4,99,5.8,0.6,59.4
P2848,2,5,2599,7.7,0.5,1299.5
P2849,1,1,2999,5.9,0.8,2399.2000000000003
P2850,5,4,1299,8.9,0.6,779.4
P2851,4,1,499,2.9,0.8,399.20000000000005
P2852,1,1,899,4.2,0.8,719.2
P2853,3,2,2899,3.7,0.75,2174.25
P2854,1,2,1899,2.6,0.75,1424.25
P2855,4,4,2799,8.4,0.6,1679.3999999999999
P2856,3,5,2199,2.0,0.5,1099.5
P2857,1,1,499,4.4,0.8,399.20000000000005
P2858,1,1,2399,6.5,0.8,1919.2
P2859,3,1,1199,2.8,0.8,959.2
P2860,3,2,1999,2.6,0.75,1499.25
P2861,2,3,2699,1.6,0.7,1889.3
P2862,3,2,1999,9.8,0.75,1499.25
P2863,3,1,899,4.0,0.8,719.2
P2864,4,2,2599,8.5,0.75,1949.25
P2865,2,5,2299,10.9,0.5,1149.5
P2866,5,5,699,7.0,0.5,349.5
P2867,2,5,2099,3.2,0.5,1049.5
P2868,5,2,899,3.7,0.75,674.25
P2869,1,1,2499,4.8,0.8,1999.2
P2870,3,1,499,8.1,0.8,399.20000000000005
P2871,4,5,1599,7.7,0.5,799.5
P2872,4,4,2999,8.0,0.6,1799.3999999999999
P2873,1,3,1899,1.8,0.7,1329.3
P2874,1,3,1799,7.6,0.7,1259.3
P2875,3,5,399,1.0,0.5,199.5
P2876,2,5,2299,3.0,0.5,1149.5
P2877,1,4,1899,7.1,0.6,1139.3999999999999
P2878,4,2,1299,7.0,0.75,974.25
P2879,5,3,799,5.7,0.7,559.3
P2880,5,4,1899,8.0,0.6,1139.3999999999999
P2881,5,4,2999,10.2,0.6,1799.3999999999999
P2882,4,3,2999,7.5,0.7,2099.2999999999997
P2883,2,4,1699,3.2,0.6,1019.4
P2884,3,2,2499,6.6,0.75,1874.25
P2885,1,4,399,7.3,0.6,239.39999999999998
P2886,4,3,2099,7.4,0.7,1469.3
P2887,2,3,1799,3.7,0.7,1259.3
P2888,1,2,2699,8.2,0.75,2024.25
P2889,1,4,899,6.1,0.6,539.4
P2890,2,2,2899,6.0,0.75,2174.25
P2891,1,4,499,2.4,0.6,299.4
P2892,1,4,1199,6.3,0.6,719.4
P2893,2,5,2499,4.0,0.5,1249.5
P2894,1,3,1399,10.4,0.7,979.3
P2895,1,3,799,9.2,0.7,559.3
P2896,5,5,2899,3.6,0.5,1449.5
P2897,1,2,1599,7.6,0.75,1199.25
P2898,2,3,1299,10.1,0.7,909.3
P2899,3,1,2999,9.6,0.8,2399.2000000000003
P2900,1,4,999,1.4,0.6,599.4
P2901,1,2,2099,4.6,0.75,1574.25
P2902,1,4,99,10.2,0.6,59.4
P2903,5,4,999,2.8,0.6,599.4
P2904,2,2,1699,9.7,0.75,1274.25
P2905,3,2,1299,10.9,0.75,974.25
P2906,3,1,1799,8.0,0.8,1439.2
P2907,4,2,1599,8.4,0.75,1199.25
P2908,4,1,1899,3.4,0.8,1519.2
P2909,1,3,1999,9.1,0.7,1399.3
P2910,4,4,899,4.8,0.6,539.4
P2911,1,2,2799,7.2,0.75,2099.25
P2912,3,5,2799,11.0,0.5,1399.5
P2913,3,2,2299,10.4,0.75,1724.25
P2914,4,4,599,2.7,0.6,359.4
P2915,4,3,899,1.6,0.7,629.3
P2916,2,1,699,2.6,0.8,559.2
P2917,2,5,399,9.0,0.5,199.5
P2918,5,3,699,4.0,0.7,489.29999999999995
P2919,2,5,399,10.0,0.5,199.5
P2920,1,4,1399,1.6,0.6,839.4
P2921,2,4,1199,8.8,0.6,719.4
P2922,2,4,299,9.9,0.6,179.4
P2923,3,4,1699,6.2,0.6,1019.4
P2924,3,3,2999,10.0,0.7,2099.2999999999997
P2925,1,3,1099,2.3,0.7,769.3
P2926,4,5,2299,2.4,0.5,1149.5
P2927,4,3,199,6.1,0.7,139.29999999999998
P2928,3,4,199,10.6,0.6,119.39999999999999
P2929,1,3,399,8.0,0.7,279.29999999999995
P2930,1,4,2999,4.1,0.6,1799.3999999999999
P2931,4,5,899,10.1,0.5,449.5
P2932,4,3,2099,3.2,0.7,1469.3
P2933,5,3,1299,3.8,0.7,909.3
P2934,1,1,2299,8.3,0.8,1839.2
P2935,5,5,1999,8.8,0.5,999.5
P2936,4,5,2399,2.9,0.5,1199.5
P2937,3,5,799,4.8,0.5,399.5
P2938,2,3,99,9.0,0.7,69.3
P2939,1,5,1399,1.5,0.5,699.5
P2940,3,4,2399,9.6,0.6,1439.3999999999999
P2941,3,4,1799,5.5,0.6,1079.3999999999999
P2942,2,3,2999,8.8,0.7,2099.2999999999997
P2943,5,5,1499,4.0,0.5,749.5
P2944,4,4,2199,2.3,0.6,1319.3999999999999
P2945,5,1,699,5.8,0.8,559.2
P2946,1,2,199,1.2,0.75,149.25
P2947,5,5,2099,5.0,0.5,1049.5
P2948,5,5,2999,8.7,0.5,1499.5
P2949,2,4,2299,6.5,0.6,1379.3999999999999
P2950,1,1,1599,4.3,0.8,1279.2
P2951,4,3,2899,4.0,0.7,2029.3
P2952,4,3,699,1.6,0.7,489.29999999999995
P2953,3,3,899,2.6,0.7,629.3
P2954,4,5,999,8.8,0.5,499.5
P2955,5,1,1599,7.8,0.8,1279.2
P2956,3,3,2199,1.0,0.7,1539.3
P2957,5,2,699,9.6,0.75,524.25
P2958,4,5,1299,8.4,0.5,649.5
P2959,1,2,1999,2.8,0.75,1499.25
P2960,2,1,1299,1.2,0.8,1039.2
P2961,3,3,799,6.0,0.7,559.3
P2962,3,4,2499,3.6,0.6,1499.3999999999999
P2963,2,5,2899,1.6,0.5,1449.5
P2964,5,3,499,8.9,0.7,349.29999999999995
P2965,1,2,1799,2.7,0.75,1349.25
P2966,2,2,299,7.0,0.75,224.25
P2967,1,4,2399,8.6,0.6,1439.3999999999999
P2968,5,5,2499,8.2,0.5,1249.5
P2969,1,1,1399,1.1,0.8,1119.2
P2970,5,3,2199,9.6,0.7,1539.3
P2971,1,2,899,8.0,0.75,674.25
P2972,5,5,199,8.0,0.5,99.5
P2973,4,4,1199,1.6,0.6,719.4
P2974,5,2,2299,1.7000000000000002,0.75,1724.25
P2975,1,5,1699,8.9,0.5,849.5
P2976,1,1,199,3.3,0.8,159.20000000000002
P2977,3,1,1099,6.9,0.8,879.2
P2978,2,2,1499,3.7,0.75,1124.25
P2979,4,1,1899,7.3,0.8,1519.2
P2980,2,5,2999,6.8,0.5,1499.5
P2981,3,5,899,9.0,0.5,449.5
P2982,5,1,2299,4.6,0.8,1839.2
P2983,5,4,2699,10.4,0.6,1619.3999999999999
P2984,5,2,799,9.8,0.75,599.25
P2985,4,3,1199,6.8,0.7,839.3
P2986,4,3,2499,1.5,0.7,1749.3
P2987,4,1,699,9.9,0.8,559.2
P2988,4,1,599,6.0,0.8,479.20000000000005
P2989,5,3,2399,2.5,0.7,1679.3
P2990,4,3,1899,9.9,0.7,1329.3
P2991,5,5,299,7.2,0.5,149.5
P2992,3,4,199,1.5,0.6,119.39999999999999
P2993,2,5,2099,2.3,0.5,1049.5
P2994,3,2,899,6.3,0.75,674.25
P2995,5,2,1499,8.2,0.75,1124.25
P2996,4,3,599,7.9,0.7,419.29999999999995
P2997,3,5,999,8.8,0.5,499.5
P2998,5,4,2999,8.0,0.6,1799.3999999999999
P2999,4,4,1199,7.2,0.6,719.4
P3000,1,2,2799,3.0,0.75,2099.25
P3001,5,4,2999,7.5,0.6,1799.3999999999999
P3002,5,2,1699,2.1,0.75,1274.25
P3003,3,5,399,2.6,0.5,199.5
P3004,4,2,2199,10.7,0.75,1649.25
P3005,2,3,599,1.9,0.7,419.29999999999995
P3006,5,5,2399,2.8,0.5,1199.5
P3007,3,1,2399,10.4,0.8,1919.2
P3008,5,2,2899,7.0,0.75,2174.25
P3009,5,1,2699,6.0,0.8,2159.2000000000003
P3010,3,4,1799,9.6,0.6,1079.3999999999999
P3011,2,1,2499,4.3,0.8,1999.2
P3012,2,2,1999,9.1,0.75,1499.25
P3013,1,1,2099,9.0,0.8,1679.2
P3014,4,3,999,9.7,0.7,699.3
P3015,5,3,999,2.2,0.7,699.3
P3016,1,4,399,10.3,0.6,239.39999999999998
P3017,1,3,1199,6.7,0.7,839.3
P3018,2,2,899,2.5,0.75,674.25
P3019,1,1,599,4.0,0.8,479.20000000000005
P3020,4,4,1899,8.7,0.6,1139.3999999999999
P3021,1,1,1199,7.5,0.8,959.2
P3022,1,5,1599,5.3,0.5,799.5
P3023,5,5,1999,8.1,0.5,999.5
P3024,1,5,699,8.0,0.5,349.5
P3025,5,1,1399,4.0,0.8,1119.2
P3026,3,4,399,4.4,0.6,239.39999999999998
P3027,3,2,1199,10.9,0.75,899.25
P3028,3,4,1399,1.5,0.6,839.4
P3029,3,3,1899,1.4,0.7,1329.3
P3030,2,4,1299,10.7,0.6,779.4
P3031,3,4,499,2.5,0.6,299.4
P3032,3,4,1599,3.7,0.6,959.4
P3033,2,3,2999,8.2,0.7,2099.2999999999997
P3034,4,4,1199,10.7,0.6,719.4
P3035,5,4,2799,6.8,0.6,1679.3999999999999
P3036,2,4,1499,7.3,0.6,899.4
P3037,4,3,499,7.8,0.7,349.29999999999995
P3038,2,3,699,8.2,0.7,489.29999999999995
P3039,2,3,1499,8.1,0.7,1049.3
P3040,5,1,699,1.7000000000000002,0.8,559.2
P3041,1,2,499,7.8,0.75,374.25
P3042,2,2,1199,10.4,0.75,899.25
P3043,5,2,299,8.3,0.75,224.25
P3044,2,4,1699,1.8,0.6,1019.4
P3045,1,1,1599,3.5,0.8,1279.2
P3046,3,3,1199,7.2,0.7,839.3
P3047,2,3,2299,2.4,0.7,1609.3
P3048,2,4,1799,9.7,0.6,1079.3999999999999
P3049,1,3,1699,1.2,0.7,1189.3
P3050,4,1,399,8.9,0.8,319.20000000000005
