id,rating,return_rate,location,sales
1591,10.9,0.07137,7,240211
1592,2.1,0.03746,7,162071
1593,5.7,0.07042000000000001,5,240559
1594,4.0,0.0071400000000000005,4,17563
1595,10.5,0.064,5,300458
1596,5.0,0.043410000000000004,7,362627
1597,9.8,0.00759,2,11912
1598,6.1,0.07941000000000001,4,178213
1599,6.5,0.017060000000000002,7,19248
1600,7.4,0.07336000000000001,1,12805
1601,3.1,0.023770000000000003,4,17543
1602,2.0,0.0018900000000000002,2,2772
1603,2.1,0.08560000000000001,4,73980
1604,7.0,0.09242,6,362252
1605,0.0,0.009720000000000001,1,6656
1606,7.0,0.03055,2,157569
1607,6.9,0.044230000000000005,7,79238
1608,4.3,0.08563000000000001,6,208554
1609,0.9,0.07029,6,108923
1610,3.0,0.00444,4,14658
1611,5.3,0.06501000000000001,5,76328
1612,9.8,0.06644,2,298395
1613,9.2,0.033080000000000005,5,118525
1614,1.6,0.039040000000000005,5,91107
1615,8.8,0.08076000000000001,7,480456
1616,7.4,0.04769,2,83175
1617,10.0,0.04655,5,174846
1618,10.0,0.07392,1,377005
1619,1.2,0.0883,7,220944
1620,4.6,0.00428,2,33881
1621,4.3,0.07444,2,184988
1622,7.8,0.03245,3,99587
1623,1.0,0.04091,1,45262
1624,1.2,0.07791000000000001,5,130139
1625,8.7,0.030000000000000002,2,91490
1626,9.5,0.00301,5,10155
1627,1.4,0.01094,6,6814
1628,0.30000000000000004,0.09401000000000001,2,1269953
1629,0.5,0.04855,5,126294
1630,9.8,0.03511,5,35645
1631,10.9,0.08922000000000001,4,56886
1632,8.3,0.0693,1,324986
1633,1.0,0.04369000000000001,4,13669
1634,8.1,0.03896,1,101363
1635,0.2,0.04358,3,294519
1636,4.5,0.04111,7,177846
1637,8.9,0.03522,6,85499
1638,5.8,0.04408,5,178289
1639,1.4,0.06520000000000001,2,76299
1640,1.6,0.07927000000000001,7,127868
1641,1.4,0.057940000000000005,7,25848
1642,5.0,0.033800000000000004,3,118050
1643,2.6,0.013770000000000001,6,209476
1644,6.2,0.08898,1,22002
1645,3.6,0.01632,3,40699
1646,2.9,0.01331,3,34766
1647,4.9,0.08532000000000001,6,101935
1648,6.3,0.034190000000000005,1,201256
1649,5.4,0.01583,4,59822
1650,6.1,0.01719,6,27130
1651,4.4,0.06324,4,138301
1652,0.0,0.023500000000000004,6,51876
1653,1.3,0.0322,1,123716
1654,2.8,0.008180000000000002,2,3705
1655,7.9,0.09495,7,395028
1656,3.1,0.011340000000000001,4,20993
1657,7.0,0.01657,1,28267
1658,8.5,0.06562000000000001,2,352913
1659,2.1,0.007540000000000001,2,6719
1660,9.2,0.02159,1,34377
1661,0.30000000000000004,0.07769000000000001,2,40216
1662,5.1,0.06267,1,122561
1663,9.7,0.08889000000000001,7,113781
1664,8.6,0.09536000000000001,4,80997
1665,10.6,0.012860000000000002,7,11788
1666,1.5,0.0099,3,22856
1667,0.30000000000000004,0.06591000000000001,4,20591
1668,5.9,0.06372,2,339075
1669,2.2,0.0212,2,48575
1670,10.2,0.08274000000000001,4,145054
1671,2.8,0.09905000000000001,1,102614
1672,0.2,0.02687,5,13160
1673,3.7,0.09556,3,807288
1674,2.3,0.024990000000000002,6,7444
1675,10.6,0.032100000000000004,1,100455
1676,2.8,0.06843,1,168062
1677,1.6,0.08389,1,244621
1678,10.4,0.05532,5,215984
1679,9.5,0.09770000000000001,1,595193
1680,4.0,0.0195,4,91302
1681,6.0,0.03991,5,52793
1682,4.0,0.082,2,103424
1683,5.1,0.06065,2,120558
1684,4.2,0.035840000000000004,2,487673
1685,7.3,0.0345,1,244016
1686,5.9,0.034230000000000003,4,65391
1687,3.0,0.050170000000000006,5,78201
1688,7.3,0.05924000000000001,6,110691
1689,10.4,0.024630000000000003,6,89352
1690,5.4,0.0971,2,148884
1691,9.8,0.018500000000000003,5,36282
1692,7.6,0.06941,6,66291
1693,1.0,0.07348,4,129840
1694,8.4,0.09206,3,414484
1695,7.9,0.07598,2,250969
1696,9.2,0.06994,5,211399
1697,9.7,0.04943,3,385326
1698,5.4,0.06063,2,324809
1699,7.9,0.029930000000000002,4,368882
1700,10.5,0.007110000000000001,3,37891
1701,6.0,0.04445,3,519246
1702,6.0,0.027000000000000003,1,60415
1703,1.0,0.056920000000000005,5,487143
1704,9.9,0.015160000000000002,4,52437
1705,4.0,0.06879,7,523695
1706,0.4,0.07376,3,74878
1707,6.7,0.07965000000000001,3,82008
1708,6.0,0.08120000000000001,6,151831
1709,5.6,0.015080000000000001,6,74669
1710,9.9,0.04182,5,105334
1711,7.4,0.038770000000000006,4,37932
1712,8.0,0.02245,4,53022
1713,7.9,0.0932,5,172347
1714,7.6,0.01268,4,39068
1715,9.7,0.07826000000000001,7,209573
1716,8.7,0.039200000000000006,6,40233
1717,5.4,0.061720000000000004,2,185613
1718,3.3,0.025230000000000002,7,26251
1719,1.6,0.06321,7,123921
1720,3.5,0.058170000000000006,4,72374
1721,5.8,0.04621,5,46760
1722,5.2,0.07879000000000001,6,458443
1723,0.4,0.033080000000000005,3,33672
1724,3.9,0.08031,6,192806
1725,8.0,0.00152,1,3136
1726,6.8,0.08517000000000001,6,217896
1727,6.5,0.07671,4,118190
1728,3.0,0.01429,5,45023
1729,8.3,0.08962,6,249944
1730,8.6,0.049080000000000006,5,115499
1731,3.1,0.099,3,166638
1732,7.3,0.07295,6,141630
1733,9.0,0.04275,5,554419
1734,5.5,0.012600000000000002,5,12310
1735,3.2,0.041620000000000004,7,63069
1736,9.0,0.051160000000000004,4,29262
1737,3.1,0.028120000000000003,1,273655
1738,3.0,0.07396000000000001,7,188673
1739,9.1,0.05108000000000001,4,305582
1740,1.4,0.058140000000000004,7,37530
1741,2.4,0.0035,3,2695
1742,9.6,0.045090000000000005,3,67864
1743,4.2,0.02238,5,35457
1744,4.2,0.04232,7,140152
1745,3.7,0.007940000000000001,2,20833
1746,5.1,0.025210000000000003,5,23345
1747,1.4,0.03934,1,97255
1748,3.0,0.07392,1,39154
1749,1.8,0.08402000000000001,2,87190
1750,5.6,0.09284,7,965033
1751,8.0,0.015500000000000002,7,70822
1752,6.6,0.03045,7,136134
1753,9.4,0.09945000000000001,3,1520063
1754,7.1,0.00702,4,55306
1755,3.7,0.08978000000000001,5,206201
1756,5.9,0.041440000000000005,5,26758
1757,10.7,0.0952,4,88294
1758,1.7000000000000002,0.09389,7,536952
1759,0.8,0.08898,3,305524
1760,6.0,0.06347,7,210734
1761,4.2,0.01759,3,24091
1762,7.1,0.08044000000000001,5,53281
1763,7.6,0.02476,4,19694
1764,8.0,0.00336,2,19026
1765,9.0,0.0937,2,298532
1766,7.2,0.012560000000000002,5,86748
1767,10.1,0.001,5,4505
1768,9.0,0.03012,6,72731
1769,1.2,0.03275,3,83855
1770,8.0,0.026600000000000002,6,216629
1771,2.0,0.09617,5,201644
1772,1.5,0.007330000000000001,5,26807
1773,4.0,0.07707,6,423461
1774,0.7000000000000001,0.06701,5,146833
1775,5.4,0.037750000000000006,6,87675
1776,1.3,0.08383,2,132655
1777,2.5,0.028480000000000002,6,132877
1778,3.7,0.00847,7,51926
1779,3.2,0.036610000000000004,6,48509
1780,5.7,0.038470000000000004,6,119587
1781,7.2,0.03354,6,107295
1782,0.6000000000000001,0.033330000000000005,7,18884
1783,10.1,0.03576,3,225401
1784,0.4,0.09391000000000001,1,200689
1785,6.2,0.06265000000000001,7,222823
1786,5.0,0.010570000000000001,4,18376
1787,1.4,0.021570000000000002,6,51011
1788,0.0,0.04775,6,143282
1789,5.4,0.032080000000000004,2,21799
1790,6.5,0.03783,7,111780
1791,10.7,0.043820000000000005,4,117079
1792,9.2,0.07899,5,242630
1793,10.1,0.08600000000000001,2,94860
1794,8.4,0.00062,7,2474
1795,3.4,0.04422,4,146016
1796,0.5,0.0029700000000000004,4,5508
1797,9.1,0.08219000000000001,4,1221713
1798,4.3,0.05858000000000001,5,114167
1799,2.0,0.038560000000000004,2,74034
1800,8.9,0.012180000000000002,7,190620
1801,3.1,0.07597000000000001,6,46564
1802,8.1,0.014660000000000001,6,47485
1803,3.5,0.0675,7,45435
1804,9.4,0.008280000000000001,5,40004
1805,9.0,0.030310000000000004,2,117354
1806,1.0,0.049830000000000006,2,42582
1807,4.3,0.053320000000000006,6,52724
1808,6.1,0.06846000000000001,3,50918
1809,5.0,0.07743000000000001,1,90913
1810,5.2,0.07947000000000001,7,144036
1811,6.8,0.0005700000000000001,1,2476
1812,2.0,0.06583,7,292182
1813,1.6,0.08940000000000001,4,284487
1814,7.6,0.028310000000000002,1,101458
1815,6.0,0.06525,4,184258
1816,9.5,0.08083000000000001,6,279357
1817,4.0,0.06909000000000001,2,82922
1818,8.3,0.07597000000000001,3,931195
1819,5.8,0.07976000000000001,1,68810
1820,6.3,0.04585,7,63255
1821,8.9,0.04999000000000001,5,38929
1822,6.5,0.05154,1,21052
1823,9.0,0.0772,3,422558
1824,10.6,0.005110000000000001,4,39996
1825,6.0,0.09181,7,153911
1826,8.7,0.07544000000000001,4,45599
1827,2.1,0.022660000000000003,3,66490
1828,1.4,0.09543,4,864071
1829,2.7,0.004710000000000001,6,11216
1830,8.8,0.052000000000000005,5,490715
1831,1.6,0.08913,5,363859
1832,3.7,0.04882,2,232286
1833,10.0,0.062290000000000005,5,133368
1834,4.6,0.028730000000000002,1,102629
1835,2.6,0.07528,1,265719
1836,4.2,0.032380000000000006,6,52207
1837,6.4,0.006180000000000001,1,81780
1838,0.2,0.012440000000000001,6,4633
1839,2.9,0.04556,2,37241
1840,7.3,0.02391,3,256524
1841,5.0,0.02035,7,14863
1842,4.6,0.030670000000000003,6,32703
1843,7.0,0.04945,2,172431
1844,2.0,0.08151000000000001,2,682516
1845,4.1,0.056420000000000005,3,261662
1846,5.2,0.07439000000000001,5,279634
1847,5.3,0.06454,5,204136
1848,6.1,0.09342,2,45563
1849,8.4,0.023500000000000004,6,53830
1850,5.6,0.02612,4,171877
1851,5.9,0.05265,4,43469
1852,8.3,0.02475,7,27718
1853,6.1,0.0035800000000000003,7,16831
1854,3.6,0.036770000000000004,7,28394
1855,5.9,0.06532,4,48829
1856,10.7,0.03656,1,48777
1857,2.6,0.09126000000000001,5,203379
1858,8.7,0.02006,7,14804
1859,7.1,0.046450000000000005,2,239708
1860,6.2,0.04741,4,70928
1861,2.2,0.08156000000000001,1,763211
1862,6.2,0.061070000000000006,4,61274
1863,9.0,0.059500000000000004,2,108266
1864,8.2,0.05435,5,484546
1865,8.7,0.07622000000000001,7,283915
1866,8.1,0.05598,1,101967
1867,5.0,0.07801000000000001,6,367417
1868,1.6,0.09623000000000001,6,458621
1869,8.0,0.053810000000000004,2,547292
1870,10.5,0.07218000000000001,7,197578
1871,2.6,0.01939,1,69438
1872,1.6,0.06984,7,273886
1873,8.0,0.017300000000000003,4,14329
1874,5.8,0.06298000000000001,3,67902
1875,10.4,0.00217,4,9704
1876,7.6,0.04098,1,106443
1877,4.6,0.036550000000000006,7,20003
1878,2.6,0.0059900000000000005,2,23611
1879,4.8,0.053160000000000006,5,195301
1880,2.8,0.012230000000000001,6,21189
1881,7.0,0.08006,6,1154952
1882,3.7,0.07181000000000001,2,508542
1883,3.2,0.03538,5,37248
1884,2.0,0.005030000000000001,1,8562
1885,8.6,0.056940000000000004,7,48775
1886,6.8,0.028650000000000002,6,256048
1887,11.0,0.07007000000000001,2,132692
1888,5.4,0.017050000000000003,7,20422
1889,6.2,0.011510000000000001,6,31951
1890,10.3,0.009380000000000001,7,23760
1891,2.6,0.06223000000000001,3,139751
1892,6.0,0.09983,6,435764
1893,10.8,0.09048,4,47295
1894,7.0,0.013470000000000001,1,13012
1895,9.6,0.0035,7,13231
1896,8.7,0.0194,5,47766
1897,8.9,0.012940000000000002,5,30851
1898,8.4,0.05,7,280123
1899,7.0,0.09539,5,291665
1900,8.1,0.02076,7,37175
1901,10.2,0.00135,2,7323
1902,7.5,0.09812000000000001,3,235292
1903,2.0,0.020780000000000003,7,29419
1904,8.2,0.02586,4,26246
1905,9.0,0.08364,1,208271
1906,4.8,0.06910000000000001,4,179489
1907,7.4,0.07726000000000001,2,153470
1908,2.6,0.05670000000000001,4,96723
1909,7.9,0.042640000000000004,3,106631
1910,4.0,0.00674,3,18100
1911,1.0,0.00885,7,25922
1912,9.3,0.01899,1,10583
1913,0.4,0.08848,5,287226
1914,8.0,0.02978,6,173931
1915,9.4,0.024780000000000003,3,187068
1916,4.1,0.0893,6,233304
1917,9.3,0.049150000000000006,4,73869
1918,4.0,0.0366,5,87218
1919,5.0,0.021070000000000002,3,34524
1920,8.1,0.057350000000000005,7,38198
1921,7.0,0.0058200000000000005,4,19502
1922,3.8,0.01374,3,25734
1923,9.7,0.01564,2,22087
1924,10.0,0.007500000000000001,1,11545
1925,6.6,0.0844,6,241078
1926,10.0,0.07938,3,43640
1927,3.2,0.04428000000000001,3,86371
1928,5.8,0.018260000000000002,6,56713
1929,9.8,0.028690000000000004,2,75858
1930,1.9,0.007500000000000001,5,4655
1931,7.4,0.034640000000000004,2,40388
1932,9.0,0.02135,6,204233
1933,1.4,0.011550000000000001,2,32555
1934,8.1,0.02162,2,25220
1935,7.2,0.02885,3,63938
1936,9.6,0.08067,5,192026
1937,11.0,0.06538000000000001,2,27946
1938,6.0,0.09577000000000001,1,333997
1939,1.2,0.01467,7,39431
1940,0.30000000000000004,0.05933000000000001,6,119908
1941,4.6,0.05455,5,176783
1942,7.2,0.05688000000000001,2,94210
1943,6.7,0.07639,6,52024
1944,4.6,0.05457000000000001,6,22041
1945,3.0,0.08119000000000001,1,185561
1946,7.9,0.012480000000000002,5,28431
1947,8.2,0.07526000000000001,5,294808
1948,1.5,0.026730000000000004,3,145970
1949,5.1,0.09916000000000001,4,590273
1950,7.2,0.08787,6,67696
1951,1.4,0.0058200000000000005,6,4300
1952,4.2,0.01459,1,40926
1953,0.4,0.00046,5,2086
1954,10.3,0.059710000000000006,3,645645
1955,5.3,0.07160000000000001,2,688377
1956,3.3,0.05883000000000001,1,143534
1957,7.3,0.07548,6,184447
1958,2.6,0.030910000000000003,3,68299
1959,2.2,0.00487,4,3449
1960,8.2,0.09611,1,368793
1961,1.2,0.062220000000000004,2,167344
1962,7.6,0.07085000000000001,7,173603
1963,8.1,0.04852,3,95713
1964,0.9,0.08959,5,213835
1965,0.2,0.06278,5,98754
1966,10.0,0.07371000000000001,5,194097
1967,8.4,0.0688,4,195346
1968,6.9,0.07817,3,37867
1969,4.9,0.00816,5,73334
1970,9.9,0.028090000000000004,2,10191
1971,7.4,0.01459,6,11618
1972,9.1,0.04039,6,81354
1973,8.0,0.06024,1,141014
1974,10.8,0.034120000000000004,3,45373
1975,0.2,0.00812,4,11133
1976,9.4,0.08876,1,289891
1977,3.8,0.08585000000000001,4,743321
1978,4.9,0.08999,7,256200
1979,3.8,0.07505,1,408729
1980,8.1,0.0775,6,425377
1981,9.3,0.005370000000000001,7,24751
1982,6.6,0.08393,7,312121
1983,6.4,0.08015000000000001,7,222955
1984,1.0,0.09393000000000001,1,336579
1985,7.4,0.025290000000000003,2,9580
1986,9.0,0.01276,4,26697
1987,8.0,0.07072,1,107072
1988,4.8,0.09759000000000001,7,358205
1989,9.0,0.04913000000000001,5,137045
1990,10.6,0.08125,6,78733
1991,8.7,0.07096000000000001,2,30312
1992,1.9,0.062360000000000006,3,214077
1993,0.1,0.02237,6,38075
1994,1.2,0.014770000000000002,3,34665
1995,10.0,0.006130000000000001,5,13129
1996,2.0,0.059550000000000006,2,339775
1997,5.6,0.09646,7,938136
1998,8.1,0.07551000000000001,3,522266
1999,4.2,0.07608000000000001,6,219248
2000,3.7,0.00254,6,4617
2001,1.2,0.014820000000000002,7,34836
2002,10.4,0.042300000000000004,1,47605
2003,7.1,0.07492,3,315655
2004,1.4,0.01669,6,14057
2005,4.5,0.011470000000000001,2,8012
2006,0.2,0.037090000000000005,7,5683
2007,2.8,0.05781000000000001,4,87409
2008,4.8,0.07967,3,156859
2009,5.6,0.07207000000000001,5,112587
2010,10.8,0.09736,4,171934
2011,7.8,0.03339,6,99416
2012,9.9,0.08392000000000001,6,273700
2013,3.2,0.04712,5,157672
2014,8.0,0.06816000000000001,2,86764
2015,1.4,0.013630000000000001,3,31804
2016,3.3,0.07311000000000001,7,171257
2017,8.0,0.07843,5,144284
2018,5.9,0.04973,3,108865
2019,6.3,0.07156000000000001,4,212340
2020,3.2,0.07334,2,884913
2021,1.5,0.060790000000000004,7,447370
2022,5.6,0.011160000000000002,6,42450
2023,11.0,0.022770000000000002,4,147012
2024,1.9,0.036860000000000004,1,175735
2025,6.5,0.03499,6,276055
2026,10.3,0.01293,7,42147
2027,2.2,0.05040000000000001,2,78491
2028,6.0,0.08622,1,193402
2029,6.1,0.01514,3,170019
2030,7.5,0.044320000000000005,3,108461
2031,3.0,0.028450000000000003,6,46587
2032,2.6,0.0148,5,18916
2033,1.1,0.03781,2,95917
2034,10.3,0.03456,1,94902
2035,11.0,0.00369,4,5103
2036,2.9,0.08517000000000001,2,61884
2037,9.5,0.027090000000000003,4,87640
2038,4.7,0.08991,3,192414
2039,5.3,0.04805,3,43929
2040,7.1,0.05034,4,129359
2041,4.3,0.039670000000000004,6,28017
2042,3.5,0.07704000000000001,5,553328
2043,5.5,0.09078000000000001,4,352980
2044,1.2,0.030900000000000004,4,24492
2045,5.2,0.00992,7,23221
2046,2.1,0.05093,6,57611
2047,9.7,0.06176,1,170736
2048,9.9,0.025470000000000003,5,78563
2049,9.9,0.006030000000000001,2,19270
2050,1.3,0.04519,5,71569
2051,4.9,0.050390000000000004,5,340099
2052,6.7,0.07891000000000001,2,98565
2053,3.7,0.01778,7,254443
2054,1.7000000000000002,0.02161,1,84153
2055,3.0,0.021500000000000002,1,28058
2056,7.0,0.07869000000000001,6,89271
2057,1.3,0.07392,2,11844
2058,4.0,0.03563,1,24949
2059,1.8,0.01043,2,73372
2060,4.8,0.07714,2,143275
2061,6.2,0.01576,5,53194
2062,2.6,0.011710000000000002,1,6905
2063,6.5,0.027870000000000002,6,35188
2064,8.0,0.03157,4,74147
2065,8.6,0.02101,5,79227
2066,2.4,0.08468,6,24222
2067,3.9,0.04734000000000001,7,37216
2068,8.3,0.0013100000000000002,6,3171
2069,8.0,0.05041,6,276963
2070,3.0,0.015560000000000001,7,24347
2071,5.7,0.08097,5,60424
2072,4.5,0.08645000000000001,3,228061
2073,5.6,0.09804,5,159129
2074,7.0,0.00421,4,12342
2075,8.0,0.09883,7,190535
2076,8.3,0.07861000000000001,3,264651
2077,0.2,0.09953000000000001,2,166632
2078,9.1,0.02185,2,47970
2079,7.8,0.04524,6,123018
2080,5.2,0.05104,4,152747
2081,8.3,0.03737,5,212582
2082,9.3,0.045270000000000005,4,73661
2083,8.0,0.03313,2,89635
2084,9.8,0.07559,7,228654
2085,6.0,0.01191,5,13096
2086,5.9,0.0007700000000000001,5,2904
2087,4.8,0.08104,4,24572
2088,2.0,0.053770000000000005,4,193002
2089,10.8,0.07653,7,320327
2090,10.9,0.05942000000000001,5,330151
2091,10.3,0.02747,7,54249
2092,4.2,0.03425,5,264213
2093,3.3,0.00318,5,10680
2094,6.8,0.06379,3,38970
2095,8.8,0.01776,2,23526
2096,9.0,0.02732,3,14320
2097,3.5,0.044890000000000006,1,35922
2098,4.5,0.01191,6,45890
2099,5.3,0.07575000000000001,1,217136
2100,10.2,0.029880000000000004,3,65340
2101,0.0,0.04712,2,142174
2102,10.0,0.09870000000000001,5,666045
2103,10.0,0.033460000000000004,5,164918
2104,6.0,0.01493,3,27435
2105,10.4,0.029280000000000004,1,99596
2106,2.9,0.04624,7,541115
2107,6.0,0.07136,2,603201
2108,2.1,0.06006,6,67695
2109,2.2,0.0536,7,35213
2110,3.0,0.024030000000000003,5,60799
2111,9.0,0.056510000000000005,1,24028
2112,10.2,0.008230000000000001,1,6899
2113,2.1,0.020880000000000003,1,4988
2114,3.5,0.038060000000000004,3,26727
2115,0.2,0.031490000000000004,3,137595
2116,0.4,0.06749000000000001,7,508763
2117,5.8,0.035070000000000004,1,43412
2118,0.2,0.0058000000000000005,7,5950
2119,1.3,0.09724000000000001,3,781697
2120,4.6,0.031670000000000004,1,101181
2121,10.7,0.07473,5,211386
2122,5.1,0.06258000000000001,3,322491
2123,0.5,0.06606000000000001,7,110517
2124,3.0,0.08996000000000001,6,1321255
2125,7.1,0.09444000000000001,1,187839
2126,3.3,0.05806000000000001,6,121757
2127,6.8,0.07316,7,693935
2128,3.0,0.07495,3,81851
2129,7.0,0.07730000000000001,5,104492
2130,7.8,0.027500000000000004,3,64634
2131,3.8,0.07596,6,360046
2132,6.2,0.07252,5,189198
2133,2.0,0.055560000000000005,5,783135
2134,7.3,0.012490000000000001,4,16552
2135,0.5,0.017660000000000002,1,256397
2136,4.2,0.03454,5,404297
2137,8.2,0.06782,7,66232
2138,7.1,0.09818,4,355417
2139,1.7000000000000002,0.06352000000000001,4,140766
2140,2.7,0.01264,5,8431
2141,7.8,0.06685,5,187879
2142,6.7,0.019340000000000003,3,46876
2143,8.7,0.056310000000000006,6,52341
2144,5.5,0.08504,7,221705
2145,0.1,0.09930000000000001,6,75483
2146,2.6,0.008360000000000001,3,17832
2147,5.3,0.020190000000000003,3,51422
2148,10.5,0.061630000000000004,6,92388
2149,0.6000000000000001,0.09393000000000001,5,271516
2150,0.6000000000000001,0.09457,4,632496
2151,3.9,0.055130000000000005,2,104102
2152,6.4,0.0030900000000000003,5,4732
2153,10.1,0.019270000000000002,4,24652
2154,10.1,0.006520000000000001,4,62324
2155,9.2,0.05074000000000001,3,37001
2156,6.2,0.04676,3,289450
2157,10.8,0.03366,4,37123
2158,3.8,0.07401,3,280175
2159,10.6,0.044210000000000006,3,51596
2160,6.7,0.08342000000000001,7,80794
2161,3.7,0.00841,1,93666
2162,2.5,0.05732,7,83825
2163,3.3,0.044360000000000004,3,581372
2164,2.0,0.07736000000000001,3,185661
2165,7.0,0.08526,4,187348
2166,7.4,0.09761,1,104759
2167,6.0,0.00953,7,20034
2168,9.1,0.08827,1,298853
2169,8.9,0.08493,7,1030166
2170,2.5,0.06813000000000001,7,659796
2171,7.1,0.023110000000000002,2,9147
2172,3.0,0.03712,6,84546
2173,7.2,0.047170000000000004,3,180572
2174,6.0,0.01676,7,87253
2175,4.6,0.09266,2,236631
2176,5.8,0.07008,7,239043
2177,6.2,0.05924000000000001,6,309043
2178,7.4,0.01835,3,83639
2179,8.7,0.028190000000000003,6,240826
2180,2.3,0.059680000000000004,4,199924
2181,5.5,0.05500000000000001,4,144681
2182,5.7,0.06378,1,268371
2183,7.1,0.00547,7,6145
2184,9.9,0.0534,7,61162
2185,0.4,0.01519,1,107332
2186,8.4,0.047650000000000005,3,44193
2187,8.2,0.09732,5,332393
2188,10.0,0.02212,1,15136
2189,10.8,0.06605000000000001,6,252082
2190,7.8,0.09008000000000001,1,226262
2191,7.4,0.027030000000000002,6,23360
2192,3.5,0.051590000000000004,5,112838
2193,7.9,0.06299,5,365797
2194,8.5,0.09474,1,62389
2195,1.3,0.06796,1,57687
2196,4.3,0.06072,1,458121
2197,10.0,0.015300000000000001,1,25939
2198,3.0,0.08256000000000001,6,180786
2199,8.5,0.02247,1,80866
2200,1.0,0.03722,5,72844
2201,1.8,0.059640000000000006,4,9789
2202,0.0,0.03787,1,88103
2203,5.0,0.0027500000000000003,3,11979
2204,1.5,0.030750000000000003,5,24439
2205,0.1,0.08692000000000001,6,126320
2206,8.7,0.09852000000000001,7,312231
2207,9.5,0.09857,2,199761
2208,2.7,0.01289,3,44255
2209,3.3,0.06069000000000001,4,177579
2210,1.8,0.09018000000000001,1,197995
2211,6.3,0.04700000000000001,4,210233
2212,2.3,0.07097,6,68887
2213,8.5,0.014610000000000001,3,55045
2214,8.0,0.046150000000000004,4,107029
2215,7.4,0.061410000000000006,3,244928
2216,4.6,0.009550000000000001,4,12236
2217,5.3,0.06351000000000001,5,150446
2218,10.1,0.07041,2,143905
2219,2.7,0.0931,7,244243
2220,10.1,0.09197000000000001,4,74914
2221,7.2,0.09643,6,250815
2222,2.2,0.05988,4,197781
2223,8.5,0.00496,1,9130
2224,2.0,0.06422,4,339706
2225,8.0,0.00995,5,6433
2226,2.8,0.09371,1,96266
2227,1.0,0.04626,1,9411
2228,5.3,0.06752000000000001,7,284015
2229,8.9,0.049060000000000006,1,217660
2230,10.1,0.02085,2,42334
2231,0.1,0.011210000000000001,3,22090
2232,8.7,0.05525000000000001,3,160894
2233,6.3,0.05061,7,206258
2234,7.7,0.04787,2,124376
2235,6.0,0.0020800000000000003,7,16782
2236,2.7,0.02545,4,149674
2237,9.9,0.04304,7,374044
2238,2.0,0.017920000000000002,2,9178
2239,2.9,0.09514,3,79850
2240,5.3,0.018570000000000003,4,66015
2241,5.4,0.01024,1,33895
2242,2.5,0.08533,5,364523
2243,8.0,0.01778,6,28719
2244,0.0,0.08504,2,1148091
2245,3.0,0.084,4,514253
2246,4.3,0.08612,7,457340
2247,6.0,0.09454000000000001,2,114714
2248,6.8,0.07991000000000001,2,73377
2249,10.0,0.04002,5,74379
2250,7.3,0.02381,5,57343
2251,1.4,0.07927000000000001,4,259041
2252,0.8,0.020440000000000003,6,28633
2253,8.7,0.012280000000000001,7,12053
2254,6.4,0.042080000000000006,7,335205
2255,9.2,0.01298,2,33215
2256,7.0,0.08497,7,467175
2257,10.2,0.00583,7,6644
2258,5.0,0.04435,3,157408
2259,4.0,0.051070000000000004,7,111918
2260,4.3,0.01921,2,165544
2261,0.30000000000000004,0.04159,5,28397
2262,10.8,0.03943,7,91559
2263,7.5,0.032220000000000006,1,40421
2264,5.6,0.018520000000000002,4,52948
2265,0.8,0.010440000000000001,7,7849
2266,10.1,0.0318,7,29479
2267,9.4,0.08714000000000001,4,43705
2268,9.7,0.06615,3,198249
2269,0.0,0.07819000000000001,1,377932
2270,7.7,0.01609,4,37108
2271,5.1,0.0008300000000000001,4,2343
2272,1.3,0.0439,2,187660
2273,9.3,0.09326000000000001,3,120155
2274,0.6000000000000001,0.057830000000000006,1,267308
2275,0.4,0.0222,6,200879
2276,8.2,0.043550000000000005,7,260144
2277,4.6,0.051500000000000004,1,77696
2278,3.1,0.043930000000000004,2,91135
2279,9.7,0.096,6,517552
2280,3.4,0.01288,2,3822
2281,9.7,0.08431000000000001,3,235185
2282,5.8,0.06049,5,274948
2283,7.0,0.04929000000000001,5,166066
2284,0.7000000000000001,0.02185,1,69117
2285,5.3,0.058370000000000005,3,85524
2286,9.0,0.034960000000000005,2,138428
2287,4.0,0.02153,4,43668
2288,6.4,0.0439,2,55979
2289,2.2,0.06361,4,31984
2290,9.3,0.01041,2,10684
2291,7.4,0.00393,3,19204
2292,9.5,0.07343000000000001,5,476213
2293,0.1,0.00996,4,9190
2294,7.2,0.027370000000000002,3,30425
2295,3.0,0.08691,1,54828
2296,7.5,0.060430000000000005,7,126049
2297,4.4,0.06344000000000001,5,105072
2298,3.2,0.06737,2,200287
2299,0.5,0.07133,3,22879
2300,7.7,0.039670000000000004,4,145091
2301,9.6,0.0198,2,14939
2302,10.5,0.00043000000000000004,5,1750
2303,8.0,0.04397,4,112561
2304,11.0,0.03891,5,157787
2305,2.8,0.09577000000000001,3,189934
2306,2.9,0.06637000000000001,5,164733
2307,1.5,0.06376000000000001,7,217015
2308,2.2,0.08101000000000001,1,75591
2309,3.8,0.09822,4,81079
2310,6.7,0.055830000000000005,4,149523
2311,6.1,0.08944,7,396876
2312,0.4,0.05879,7,152630
2313,10.0,0.06459000000000001,4,236208
2314,4.0,0.00206,2,7468
2315,10.4,0.058730000000000004,4,39831
2316,7.0,0.025240000000000002,4,107992
2317,3.0,0.050710000000000005,5,171671
2318,11.0,0.028280000000000003,1,145214
2319,5.9,0.07060000000000001,4,263642
