id,rating,return_rate,location,sales,revenue,margin
P0417,2.8,0.07203,2,24158,28970273.6,7242568.3999999985
P0418,4.7,0.05306999999999999,1,3707,5928234.4,1482058.5999999999
P0419,5.7,0.04301,6,28206,33824635.2,8456158.799999999
P0420,9.6,0.004080000000000004,3,41816,37603038.0,12534346.0
P0421,5.0,0.050039999999999994,3,40736,33576648.0,11192216.0
P0422,5.9,0.041019999999999994,5,50445,31745038.499999996,13605016.500000002
P0423,4.0,0.06001,6,12327,17741018.400000002,4435254.6
P0424,5.0,0.050069999999999996,6,50746,34215490.5,11405163.5
P0425,9.0,0.0101,6,15953,22959557.6,5739889.399999999
P0426,9.8,0.002059999999999993,2,18354,26415076.8,6603769.199999999
P0427,3.6,0.0641,4,77460,23191524.0,15461016.000000002
P0428,9.1,0.009030000000000003,5,88772,8832814.0,8832814.0
P0429,7.4,0.026079999999999996,7,51072,39289689.599999994,16838438.400000002
P0430,6.6,0.03402,1,58245,36653578.5,15708676.500000002
P0431,3.7,0.06304,5,67436,28275914.799999997,12118249.200000003
P0432,8.2,0.018060000000000007,3,85267,17010766.5,17010766.5
P0433,2.4,0.07604,5,20043,24036567.75,8012189.25
P0434,2.8,0.07206,1,59063,24765115.9,10613621.100000003
P0435,6.4,0.03603,4,60266,29488153.799999997,12637780.200000003
P0436,3.9,0.06101999999999999,1,37753,39232917.6,9808229.399999999
P0437,4.1,0.05907,2,77739,7735030.5,7735030.5
P0438,5.0,0.05008,4,38145,34301891.25,11433963.75
P0439,7.5,0.02506,5,27995,31473378.75,10491126.25
P0440,9.3,0.007019999999999993,3,72332,30328807.599999998,12998060.400000004
P0441,6.8,0.03202,5,22786,29147851.2,7286962.799999999
P0442,8.3,0.017039999999999993,3,44982,29661130.8,19774087.2
P0443,6.2,0.038099999999999995,7,93201,9273499.5,9273499.5
P0444,9.5,0.00503,7,24157,30901634.400000002,7725408.599999999
P0445,3.0,0.07001,2,60831,34022778.3,14581190.700000003
P0446,3.0,0.07002,1,39218,25860349.2,17240232.8
P0447,1.6,0.08402000000000001,2,26595,29765124.0,7441280.999999999
P0448,8.5,0.01509,3,72999,26235840.599999998,17490560.400000002
P0449,4.3,0.05704,7,58131,36581838.3,15677930.700000003
P0450,2.3,0.07701000000000001,4,58687,17576756.5,17576756.5
P0451,3.7,0.06308,3,3389,5419688.8,1354922.2
P0452,3.3,0.06702,1,53593,29974564.9,12846242.100000003
P0453,9.6,0.004060000000000004,3,29217,35037026.4,8759256.599999998
P0454,8.8,0.012059999999999993,5,67404,37699057.199999996,16156738.800000003
P0455,3.4,0.06602999999999999,6,71774,21489135.599999998,14326090.400000002
P0456,7.5,0.025089999999999998,6,41646,34953487.8,14980066.200000001
P0457,7.2,0.02803,3,56705,27184377.0,18122918.0
P0458,3.8,0.06207,5,36486,35546485.5,11848828.5
P0459,2.5,0.07501000000000001,1,6631,10073815.200000001,2518453.8
P0460,8.9,0.011089999999999996,3,31056,34914708.0,11638236.0
P0461,1.4,0.08606,4,35274,31720144.5,10573381.5
P0462,8.5,0.01508,3,80410,12021295.0,12021295.0
P0463,5.6,0.044090000000000004,1,33806,32935495.5,10978498.5
P0464,4.7,0.053,7,63515,25374242.5,25374242.5
P0465,9.3,0.007069999999999993,2,53927,37711151.099999994,16161921.900000002
P0466,6.3,0.03709,1,96364,4770018.0,4770018.0
P0467,8.7,0.013010000000000006,5,55361,38713947.3,16591691.700000003
P0468,1.6,0.08402000000000001,4,50567,37887324.75,12629108.25
P0469,8.4,0.016029999999999996,6,70756,29675066.4,19783377.6
P0470,3.6,0.0641,6,28147,29533239.75,9844413.25
P0471,7.0,0.03003,1,48165,39700001.25,13233333.75
P0472,7.0,0.03001,7,79523,15864838.5,15864838.5
P0473,7.6,0.024050000000000002,4,29899,33613950.75,11204650.25
P0474,2.7,0.07304,5,22988,25844259.0,8614753.0
P0475,6.4,0.036039999999999996,6,51395,35940523.5,15403081.500000002
P0476,4.3,0.057030000000000004,7,70546,21128527.0,21128527.0
P0477,7.0,0.030059999999999996,3,45630,30088422.0,20058948.0
P0478,8.3,0.01708999999999999,6,70083,20989858.5,20989858.5
P0479,4.6,0.05407,7,63619,22234840.5,22234840.5
P0480,8.0,0.02008,4,75702,15102549.0,15102549.0
P0481,8.4,0.016069999999999994,3,66941,28075055.4,18716703.6
P0482,9.9,0.0010599999999999965,2,13152,19980518.400000002,4995129.6
P0483,3.3,0.067,1,70316,17543842.0,17543842.0
P0484,5.3,0.0471,3,73494,14662053.0,14662053.0
P0485,4.0,0.06003,5,32847,36762362.4,9190590.599999998
P0486,3.5,0.06505,7,46228,34636329.0,11545443.0
P0487,3.0,0.07002,2,54962,34587586.599999994,14823251.400000002
P0488,8.4,0.016089999999999997,1,64680,25839660.0,25839660.0
P0489,2.4,0.07603,5,44813,34474640.9,14774846.100000001
P0490,1.4,0.08603999999999999,3,87100,8666450.0,8666450.0
P0491,6.9,0.031079999999999997,1,74177,11089461.5,11089461.5
P0492,2.5,0.07507,5,36151,32508786.75,10836262.25
P0493,5.5,0.045090000000000005,1,13920,20033664.0,5008415.999999999
P0494,2.3,0.07704,2,65394,19578963.599999998,13052642.400000002
P0495,9.8,0.0020299999999999927,7,43357,45056594.4,11264148.599999998
P0496,9.7,0.003040000000000007,7,55275,41414793.75,13804931.25
P0497,8.6,0.014090000000000002,6,36636,41003011.2,10250752.799999999
P0498,9.5,0.00502,2,17498,25183121.6,6295780.399999999
P0499,1.5,0.08507999999999999,6,43752,32781186.0,10927062.0
P0500,7.5,0.025089999999999998,5,46046,37953415.5,12651138.5
P0501,7.8,0.02204,3,76456,22898572.0,22898572.0
P0502,2.3,0.0771,2,77989,7759905.5,7759905.5
P0503,8.0,0.020099999999999996,6,50777,41852942.25,13950980.75
P0504,9.7,0.003000000000000007,7,43493,39111080.25,13037026.75
P0505,1.9,0.08102000000000001,7,71929,10753385.5,10753385.5
P0506,8.6,0.014030000000000003,4,47216,39628388.8,16983595.200000003
P0507,1.9,0.08105000000000001,7,28168,29555274.0,9851758.0
P0508,9.7,0.0030900000000000072,7,65699,27547590.699999996,11806110.300000003
P0509,1.5,0.08509,1,19030,24343176.0,6085793.999999999
P0510,10.0,5e-05,7,72244,35348989.199999996,15149566.800000003
P0511,2.6,0.07405,2,65632,19650220.799999997,13100147.200000001
P0512,7.5,0.025089999999999998,1,76846,18396932.4,12264621.600000001
P0513,1.9,0.08109999999999999,7,56669,19805815.5,19805815.5
P0514,4.1,0.05901000000000001,3,65444,16328278.0,16328278.0
P0515,6.4,0.03600999999999999,1,40733,34187206.9,14651660.100000001
P0516,9.7,0.003010000000000007,3,37073,38898845.25,12966281.75
P0517,8.5,0.015069999999999998,7,85545,17066227.5,17066227.5
P0518,2.8,0.07201,2,6923,10517421.6,2629355.4
P0519,8.8,0.012009999999999991,3,47627,28547623.8,19031749.2
P0520,4.5,0.05501,5,13034,18758532.8,4689633.199999999
P0521,2.5,0.07503,3,72346,21660392.4,14440261.600000001
P0522,6.3,0.03706,7,48367,37208733.1,15946599.900000002
P0523,1.9,0.08106,1,23073,27669141.6,6917285.3999999985
P0524,9.7,0.003080000000000007,7,43257,42143132.25,14047710.75
P0525,1.8,0.08200999999999999,6,51033,34409000.25,11469666.75
P0526,5.8,0.04209,6,67945,20349527.5,20349527.5
P0527,1.5,0.08506999999999999,3,27392,30657126.400000002,7664281.599999999
P0528,3.5,0.06505,5,63428,18996686.0,18996686.0
P0529,1.3,0.08709,1,68598,20538241.2,13692160.8
P0530,8.3,0.017059999999999992,1,63423,30404986.2,20269990.8
P0531,4.8,0.05206,7,8595,13057524.0,3264380.9999999995
P0532,7.4,0.026099999999999995,6,82967,16551916.5,16551916.5
P0533,6.9,0.031069999999999997,1,76272,22835836.799999997,15223891.200000001
P0534,5.5,0.04501,1,13581,19545775.2,4886443.8
P0535,8.0,0.020019999999999996,4,41648,43280601.6,10820150.399999999
P0536,8.9,0.011069999999999995,7,73358,30759009.4,13182432.600000003
P0537,8.4,0.016099999999999996,4,54527,29411863.799999997,19607909.200000003
P0538,8.0,0.02009,1,42064,35304315.199999996,15130420.800000003
P0539,7.0,0.03008,2,10253,15576357.6,3894089.3999999994
P0540,4.9,0.05107999999999999,5,26273,29537420.25,9845806.75
P0541,2.6,0.07401,7,64198,31412081.4,13462320.600000003
P0542,5.0,0.0501,3,18172,24699382.400000002,6174845.6
P0543,6.8,0.0321,7,40500,42087600.0,10521899.999999998
P0544,1.2,0.08809000000000002,7,67713,20280043.5,20280043.5
P0545,4.9,0.05106,3,22787,29149130.400000002,7287282.599999999
P0546,4.0,0.06003,2,15977,21715938.400000002,5428984.6
P0547,1.7000000000000002,0.08304,2,30660,32170005.0,10723335.0
P0548,5.7,0.043039999999999995,5,43726,33638411.8,14416462.200000001
P0549,8.2,0.018070000000000006,1,59166,24814220.4,16542813.600000001
P0550,4.0,0.060039999999999996,1,26685,32000652.0,8000162.999999999
P0551,7.4,0.025999999999999995,7,64928,25938736.0,25938736.0
P0552,7.9,0.021029999999999997,7,35602,34685248.5,11561749.5
P0553,5.5,0.0451,6,35573,34656995.25,11552331.75
P0554,6.9,0.031049999999999994,6,28390,34045288.0,8511321.999999998
P0555,2.7,0.07302,7,56301,22492249.5,22492249.5
P0556,2.0,0.08001,7,2006,3207995.2,801998.7999999999
P0557,2.6,0.07409,4,79889,7948955.5,7948955.5
P0558,6.0,0.04008,4,34742,36453043.5,12151014.5
P0559,1.4,0.08603999999999999,6,38000,29233400.0,12528600.000000002
P0560,1.6,0.084,2,40570,34050401.0,14593029.000000002
P0561,4.7,0.05301,1,76511,7612844.5,7612844.5
P0562,7.5,0.025009999999999998,2,66160,32372087.999999996,13873752.000000004
P0563,9.7,0.003070000000000007,7,17477,25152898.400000002,6288224.6
P0564,2.1,0.0791,2,69429,13851085.5,13851085.5
P0565,6.3,0.03706,6,38453,32273602.9,13831544.100000001
P0566,3.5,0.06502,5,80895,19366263.0,12910842.000000002
P0567,2.8,0.07202,1,35066,31533100.5,10511033.5
P0568,7.7,0.02303,2,16362,23548190.400000002,5887047.6
P0569,3.5,0.06506,6,41691,34991256.3,14996252.700000001
P0570,5.6,0.044090000000000004,2,72274,21638835.599999998,14425890.400000002
P0571,7.8,0.022080000000000002,2,60392,40719306.0,13573102.0
P0572,4.7,0.05306,2,40008,35977194.0,11992398.0
P0573,3.7,0.06309000000000001,6,21150,25364137.5,8454712.5
P0574,7.2,0.028099999999999997,1,74532,26786800.799999997,17857867.200000003
P0575,4.5,0.05503,5,64732,27148600.799999997,18099067.200000003
P0576,7.5,0.025070000000000002,5,48607,32051455.8,21367637.2
P0577,1.9,0.08106999999999999,1,70460,21095724.0,14063816.000000002
P0578,5.9,0.041049999999999996,4,59649,32174670.599999998,21449780.400000002
P0579,8.7,0.013060000000000007,5,67204,23487798.0,23487798.0
P0580,8.6,0.014100000000000003,5,76313,22848112.2,15232074.800000003
P0581,5.0,0.05006,3,62764,26323221.599999998,17548814.400000002
P0582,3.0,0.07008,2,58717,28730228.099999998,12312954.900000002
P0583,9.2,0.008010000000000007,4,70860,25467084.0,16978056.0
P0584,1.5,0.085,6,50475,30254715.0,20169810.0
P0585,6.4,0.03605,6,30865,32385101.25,10795033.75
P0586,4.7,0.053079999999999995,1,53605,25698237.0,17132158.0
P0587,3.3,0.06709999999999999,6,52307,32916795.099999998,14107197.900000002
P0588,2.8,0.07208,7,28453,31844597.6,7961149.3999999985
P0589,6.0,0.04008,7,28042,31526218.5,10508739.5
P0590,1.7000000000000002,0.083,4,63205,22715877.0,15143918.000000002
P0591,1.3,0.08706,4,49443,34575489.9,14818067.100000001
P0592,9.4,0.006009999999999996,4,72420,26027748.0,17351832.0
P0593,9.5,0.00502,6,56524,35570553.199999996,15244522.800000003
P0594,2.0,0.08002000000000001,6,87203,4316548.5,4316548.5
P0595,4.7,0.05303,7,8511,12929911.200000001,3232477.8
P0596,6.1,0.039080000000000004,2,81569,4037665.5,4037665.5
P0597,4.4,0.055999999999999994,7,65678,16386661.0,16386661.0
P0598,5.4,0.04603999999999999,2,60681,25449611.4,16966407.6
P0599,3.2,0.06806999999999999,2,67366,13439517.0,13439517.0
P0600,4.7,0.053099999999999994,4,49904,34897867.199999996,14956228.800000003
P0601,8.2,0.018000000000000006,6,52972,31751416.799999997,21167611.200000003
P0602,5.3,0.047060000000000005,7,68832,28861257.599999998,12369110.400000002
P0603,6.9,0.031079999999999997,6,48061,28807763.4,19205175.6
P0604,6.8,0.03209,4,70501,29568119.4,19712079.6
P0605,3.7,0.063,1,57565,38813201.25,12937733.75
P0606,8.5,0.01502,3,41715,35011399.5,15004885.500000002
P0607,9.0,0.01006,6,33520,37515584.0,9378895.999999998
P0608,3.4,0.06602999999999999,3,64897,16191801.5,16191801.5
P0609,2.6,0.07405,7,61515,29490291.0,19660194.0
P0610,8.9,0.011009999999999995,5,51703,27888598.2,18592398.8
P0611,2.7,0.073,6,2854,4564116.8,1141029.2
P0612,5.6,0.044090000000000004,6,62126,24819337.0,24819337.0
P0613,8.9,0.011009999999999995,4,67843,24382774.2,16255182.8
P0614,5.7,0.04305,6,22544,28838284.8,7209571.199999999
P0615,1.6,0.08401,5,40379,33282390.75,11094130.25
P0616,5.0,0.05008,4,85262,8483569.0,8483569.0
P0617,10.0,8e-05,2,30536,34330098.0,11443366.0
P0618,4.3,0.05706000000000001,5,53129,31845522.599999998,21230348.400000002
P0619,8.8,0.011999999999999993,6,79453,19823523.5,19823523.5
P0620,5.8,0.042010000000000006,5,47916,39494763.0,13164921.0
P0621,8.9,0.011049999999999996,2,23700,30317040.0,7579259.999999999
P0622,9.8,0.002069999999999993,1,62367,24915616.5,24915616.5
P0623,3.6,0.06409000000000001,2,55985,26839209.0,17892806.0
P0624,8.9,0.011029999999999995,1,86821,8638689.5,8638689.5
P0625,2.0,0.08006,1,64795,27175023.0,18116682.0
P0626,9.4,0.006019999999999997,5,64409,25731395.5,25731395.5
P0627,9.4,0.006099999999999997,2,59701,40253399.25,13417799.75
P0628,5.6,0.044090000000000004,2,43643,36629569.9,15698387.100000001
P0629,1.2,0.08801,2,49851,19915474.5,19915474.5
P0630,9.6,0.004020000000000004,3,17781,25590415.2,6397603.799999999
P0631,7.8,0.022010000000000002,5,29622,35522702.4,8880675.599999998
P0632,3.6,0.064,6,53552,28885948.799999997,19257299.200000003
P0633,8.5,0.015009999999999999,6,67516,28309458.799999997,12132625.200000003
P0634,9.4,0.006039999999999997,5,28570,32119822.5,10706607.5
P0635,2.8,0.07202,4,34451,35801479.2,8950369.799999999
P0636,5.3,0.047060000000000005,3,73497,14662651.5,14662651.5
P0637,5.5,0.045090000000000005,7,9158,13912833.6,3478208.3999999994
P0638,5.4,0.04609,7,66450,16579275.0,16579275.0
P0639,9.6,0.004010000000000003,4,29715,33407088.75,11135696.25
P0640,1.3,0.08706,6,83736,8331732.0,8331732.0
P0641,2.5,0.0751,1,71206,14205597.0,14205597.0
P0642,5.2,0.04803999999999999,3,51256,30722846.4,20481897.6
P0643,7.6,0.024040000000000002,2,81600,19535040.0,13023360.000000002
P0644,5.0,0.050010000000000006,3,56787,38288634.75,12762878.25
P0645,7.4,0.026009999999999995,1,47672,31434916.8,20956611.2
P0646,7.2,0.02803,4,76600,18338040.0,12225360.000000002
P0647,9.5,0.0051,4,12973,19708581.6,4927145.399999999
P0648,3.9,0.06109,6,24281,29117775.2,7279443.799999999
P0649,3.7,0.06307,1,30633,34284453.6,8571113.399999999
P0650,4.6,0.0541,4,38410,39915672.0,9978917.999999998
P0651,4.6,0.05407,4,23114,29567428.8,7391857.199999999
P0652,4.8,0.05208,2,57783,20195158.5,20195158.5
P0653,3.5,0.06509000000000001,3,36947,31009617.099999998,13289835.900000002
P0654,2.0,0.0801,5,62493,26209564.2,17473042.8
P0655,7.5,0.02504,2,51690,32528516.999999996,13940793.000000002
P0656,2.2,0.07807,3,66606,15945476.399999999,10630317.600000001
P0657,4.9,0.05109999999999999,3,45479,34986994.699999996,14994426.300000003
P0658,2.7,0.07307999999999999,7,78309,7791745.5,7791745.5
P0659,1.2,0.08809000000000002,2,93447,4625626.5,4625626.5
P0660,3.9,0.061079999999999995,3,36582,30703272.599999998,13158545.400000002
P0661,4.9,0.05107999999999999,7,77681,15497359.5,15497359.5
P0662,7.9,0.021099999999999994,5,70284,29477109.599999998,19651406.400000002
P0663,5.7,0.04301,4,47006,36161715.8,15497878.200000003
P0664,1.6,0.08405000000000001,5,60634,18159883.0,18159883.0
P0665,2.6,0.0741,1,44229,36455753.25,12151917.75
P0666,5.6,0.04407,6,40059,36023055.75,12007685.25
P0667,5.5,0.045,7,47644,39270567.0,13090189.0
P0668,4.4,0.0561,2,25853,29065235.25,9688411.75
P0669,1.6,0.08407999999999999,7,63114,18902643.0,18902643.0
P0670,2.8,0.07209,3,21172,27083222.400000002,6770805.599999999
P0671,3.0,0.07003,6,58693,23447853.5,23447853.5
P0672,1.8,0.08199999999999999,2,36243,32591517.75,10863839.25
P0673,4.6,0.05403,7,56420,35505106.0,15216474.000000002
P0674,9.0,0.010049999999999998,1,73703,18388898.5,18388898.5
P0675,2.5,0.07501000000000001,3,45665,37639376.25,12546458.75
P0676,5.7,0.04301,3,39429,35456528.25,11818842.75
P0677,5.5,0.04507,1,57114,27945880.2,11976805.800000003
P0678,7.5,0.02508,2,68660,28796004.0,19197336.0
P0679,4.0,0.06008,7,47055,36199411.5,15514033.500000002
P0680,9.9,0.0009999999999999966,2,63658,30517645.2,20345096.8
P0681,4.0,0.06,7,66415,19891292.5,19891292.5
P0682,8.9,0.011069999999999995,5,45938,38555763.4,16523898.600000001
P0683,6.1,0.03903,3,81707,12215196.5,12215196.5
P0684,8.3,0.01706999999999999,3,88085,8764457.5,8764457.5
P0685,9.3,0.007059999999999993,6,71591,25021054.5,25021054.5
P0686,8.9,0.011059999999999997,1,50639,35411852.699999996,15176508.300000003
P0687,10.0,9e-05,5,64938,36319823.4,15565638.600000003
P0688,2.4,0.07604,6,50469,30251118.599999998,20167412.400000002
P0689,4.9,0.05105,1,73700,30902409.999999996,13243890.000000004
P0690,8.6,0.014080000000000004,6,50392,37756206.0,12585402.0
P0691,1.5,0.08503999999999999,5,10471,15069863.200000001,3767465.7999999993
P0692,8.2,0.018070000000000006,3,81833,20417333.5,20417333.5
P0693,8.9,0.011099999999999997,1,60335,37968815.5,16272349.500000002
P0694,9.0,0.010009999999999998,2,89235,13340632.5,13340632.5
P0695,7.8,0.022019999999999998,6,52984,35724462.0,11908154.0
P0696,6.6,0.034,4,78883,19681308.5,19681308.5
P0697,1.3,0.08707,7,33671,30617040.299999997,13121588.700000001
P0698,1.3,0.08703,6,35832,30073797.599999998,12888770.400000002
P0699,6.4,0.03605,2,30865,32385101.25,10795033.75
P0700,3.0,0.07005,1,42287,27884047.8,18589365.2
P0701,3.3,0.067,4,54263,34147705.9,14634731.100000003
P0702,9.8,0.002079999999999993,1,50375,37743468.75,12581156.25
P0703,7.4,0.026049999999999997,3,27011,30367116.75,10122372.25
P0704,4.3,0.057,6,62171,26074517.4,17383011.6
P0705,2.7,0.0731,3,69794,17413603.0,17413603.0
P0706,3.3,0.06707,4,51336,27690638.4,18460425.6
P0707,5.3,0.04709000000000001,3,82772,4097214.0,4097214.0
P0708,7.2,0.028079999999999997,3,73186,21919207.0,21919207.0
P0709,2.0,0.08007999999999998,1,27351,30611239.200000003,7652809.799999999
P0710,8.8,0.012079999999999994,3,59621,29172555.299999997,12502523.700000003
P0711,3.6,0.06403,3,52466,36689473.8,15724060.200000003
P0712,5.8,0.04206000000000001,3,61343,25721119.9,11023337.100000003
P0713,7.5,0.025099999999999997,2,41645,34952648.5,14979706.500000002
P0714,6.8,0.03207,1,37302,38764238.4,9691059.599999998
P0715,7.8,0.02204,1,65160,31882787.999999996,13664052.000000004
P0716,10.0,3.0000000000000004e-05,4,61345,33089493.0,22059662.0
P0717,3.7,0.06308,4,3389,5419688.8,1354922.2
P0718,9.8,0.002089999999999993,4,45959,38573388.699999996,16531452.300000003
P0719,8.0,0.02008,2,49053,32345548.2,21563698.8
P0720,7.0,0.030059999999999996,2,51918,31119649.2,20746432.8
P0721,6.8,0.03207,7,73182,17519770.799999997,11679847.200000001
P0722,8.9,0.011039999999999996,2,78020,18677988.0,12451992.000000002
P0723,4.8,0.052090000000000004,5,71584,14281008.0,14281008.0
P0724,6.8,0.03206,5,19303,26236637.6,6559159.399999999
P0725,2.6,0.07403,6,2913,4658469.600000001,1164617.4
P0726,9.8,0.0020299999999999927,1,60385,29546380.499999996,12662734.500000002
P0727,4.1,0.059030000000000006,2,88997,4405351.5,4405351.5
P0728,9.7,0.003030000000000007,7,35285,39490972.0,9872742.999999998
P0729,7.9,0.02107,5,72465,30384574.499999996,13021960.500000004
P0730,8.7,0.013010000000000006,4,25808,33013593.6,8253398.3999999985
P0731,2.4,0.07601999999999999,7,44475,31101367.499999996,13329157.500000002
P0732,1.8,0.08199999999999999,5,40543,26734054.2,17822702.8
P0733,3.7,0.06309999999999999,4,71744,10725728.0,10725728.0
P0734,5.2,0.048049999999999995,5,72888,10896756.0,10896756.0
P0735,9.0,0.01004,7,23776,28513368.0,9504456.0
P0736,7.3,0.02704,6,54683,34412011.9,14748005.100000003
P0737,6.5,0.035019999999999996,4,50550,30299670.0,20199780.0
P0738,6.9,0.031019999999999995,2,69360,29089584.0,19393056.0
P0739,9.4,0.006079999999999997,7,55003,32968798.2,21979198.8
P0740,7.4,0.026009999999999995,7,50369,37738973.25,12579657.75
P0741,7.6,0.024050000000000002,7,32933,36858613.6,9214653.399999999
P0742,7.7,0.023,2,29993,33719630.25,11239876.75
P0743,9.5,0.00506,5,54103,37834227.9,16214669.100000003
P0744,2.7,0.0731,2,14984,20366252.8,5091563.199999999
P0745,1.5,0.0851,3,14629,19883736.8,4970934.199999999
P0746,5.3,0.04704,5,59634,23823783.0,23823783.0
P0747,4.8,0.052090000000000004,2,26590,29893807.5,9964602.5
P0748,1.6,0.08401,1,10155,14615076.0,3653768.9999999995
P0749,2.0,0.08003,5,50947,30537631.799999997,20358421.200000003
P0750,5.3,0.04702,4,72771,21794914.5,21794914.5
P0751,4.4,0.05601,3,60283,21665710.2,14443806.8
P0752,1.6,0.08405000000000001,3,68858,20616085.2,13744056.8
P0753,1.2,0.08807999999999999,3,68712,13708044.0,13708044.0
P0754,2.9,0.07102,7,26803,32142157.6,8035539.3999999985
P0755,6.0,0.04003999999999999,4,22796,27338103.0,9112701.0
P0756,8.9,0.011009999999999995,4,88603,8815998.5,8815998.5
P0757,10.0,0.0,3,50542,30294874.799999997,20196583.200000003
P0758,5.0,0.05,3,38194,39691204.800000004,9922801.199999997
P0759,2.7,0.07306,5,26609,29915168.25,9971722.75
P0760,6.8,0.03209,3,19060,25906352.0,6476587.999999999
P0761,10.0,7.000000000000001e-05,5,57542,43113343.5,14371114.5
P0762,9.5,0.00508,7,63301,35404249.3,15173249.700000003
P0763,6.3,0.03709,5,42551,32734484.299999997,14029064.700000001
P0764,8.2,0.018030000000000004,1,67269,20147065.5,20147065.5
P0765,10.0,0.0,7,77149,23106125.5,23106125.5
P0766,1.8,0.08209,1,63645,15879427.5,15879427.5
P0767,2.9,0.07107,4,31332,35066774.4,8766693.599999998
P0768,9.4,0.0060899999999999965,4,61881,38941713.3,16689305.700000003
P0769,7.6,0.024050000000000002,1,30809,34637018.25,11545672.75
P0770,9.5,0.00507,5,72502,30400088.599999998,13028609.400000004
P0771,6.4,0.036,2,48464,39946452.0,13315484.0
P0772,6.7,0.03306,1,83241,8282479.5,8282479.5
P0773,1.2,0.08807999999999999,1,47712,25735852.8,17157235.2
P0774,2.5,0.07504,5,52953,21154723.5,21154723.5
P0775,4.0,0.06001,5,56327,27003163.799999997,18002109.200000003
P0776,1.8,0.08200999999999999,2,39797,30615832.099999998,13121070.900000002
P0777,3.9,0.061,4,42755,38447433.75,12815811.25
P0778,7.9,0.021079999999999998,5,33742,37764046.4,9441011.599999998
P0779,6.3,0.0371,3,38764,35248105.199999996,15106330.800000003
P0780,9.5,0.00504,4,52122,39052408.5,13017469.5
P0781,6.0,0.04003999999999999,3,54746,32814752.4,21876501.6
P0782,3.1,0.06901,2,85314,8488743.0,8488743.0
P0783,2.7,0.07307999999999999,2,71158,21304705.2,14203136.8
P0784,7.6,0.024040000000000002,3,33489,35138333.25,11712777.75
P0785,2.6,0.07404,7,29674,31135444.5,10378481.5
P0786,4.7,0.05305,3,58510,39450367.5,13150122.5
P0787,5.7,0.04309,7,75198,18761901.0,18761901.0
P0788,8.5,0.015069999999999998,5,29756,33453183.0,11151061.0
P0789,4.7,0.05304,6,26509,29802743.25,9934247.75
P0790,7.6,0.02406,3,11208,17027193.6,4256798.399999999
P0791,9.7,0.003000000000000007,7,57788,38963559.0,12987853.0
P0792,8.1,0.019080000000000003,4,94972,9449714.0,9449714.0
P0793,3.4,0.06603999999999999,1,62276,34830966.8,14927557.200000003
P0794,6.8,0.032,5,30069,33805073.25,11268357.75
P0795,7.9,0.021049999999999996,7,67767,33158393.099999998,14210739.900000002
P0796,2.0,0.0801,5,19198,24558081.6,6139520.399999999
P0797,3.4,0.06603999999999999,5,43398,35770801.5,11923600.5
P0798,5.9,0.04108,5,9601,14585839.200000001,3646459.7999999993
P0799,9.6,0.004070000000000003,2,8210,13129432.0,3282357.9999999995
P0800,7.9,0.021089999999999994,3,32058,33636856.5,11212285.5
P0801,6.5,0.0351,2,91746,9128727.0,9128727.0
P0802,7.2,0.028019999999999996,2,78149,15590725.5,15590725.5
P0803,3.9,0.06101999999999999,5,30812,32329491.0,10776497.0
P0804,3.9,0.06109,3,35406,36793915.2,9198478.799999999
P0805,7.7,0.023009999999999996,2,35806,40074075.2,10018518.799999999
P0806,4.7,0.053079999999999995,6,46305,32381086.499999996,13877608.500000002
P0807,3.9,0.06109,6,63751,26730794.299999997,11456054.700000003
P0808,8.6,0.014030000000000003,3,82170,12284415.0,12284415.0
P0809,8.4,0.016059999999999998,7,40089,36050033.25,12016677.75
P0810,4.9,0.05107999999999999,3,25465,30537628.0,7634406.999999999
P0811,2.6,0.07400000000000001,3,49797,26860501.799999997,17907001.200000003
P0812,5.8,0.042,1,29869,33429384.8,8357346.199999998
P0813,9.7,0.0030900000000000072,4,47460,39833178.0,17071362.000000004
P0814,5.5,0.04506,3,89122,8867639.0,8867639.0
P0815,2.4,0.07601999999999999,6,53932,21545834.0,21545834.0
P0816,5.4,0.04609,1,52344,39218742.0,13072914.0
P0817,1.8,0.08206999999999999,3,30307,31799619.75,10599873.25
P0818,9.6,0.004050000000000003,3,56605,35621526.5,15266368.500000002
P0819,9.3,0.007099999999999993,3,76000,11362000.0,11362000.0
P0820,1.7000000000000002,0.08306000000000001,7,69415,24947751.0,16631834.000000002
P0821,4.2,0.05801,3,64466,22530867.0,22530867.0
P0822,10.0,3.0000000000000004e-05,2,42846,44525563.2,11131390.799999999
P0823,1.7000000000000002,0.08302000000000001,5,38089,34251533.25,11417177.75
P0824,8.9,0.011019999999999997,4,59242,33134050.599999998,14200307.400000002
P0825,7.8,0.022099999999999998,4,24296,31079443.2,7769860.799999999
P0826,9.6,0.004010000000000003,7,36388,38180109.0,12726703.0
P0827,2.0,0.08003,4,32653,33932997.6,8483249.399999999
P0828,2.3,0.07703,5,42458,27996805.2,18664536.8
P0829,9.9,0.0010799999999999965,7,39253,40791717.6,10197929.399999999
P0830,4.8,0.052000000000000005,6,40099,33655090.699999996,14423610.300000003
P0831,7.0,0.03004,3,29808,33511644.0,11170548.0
P0832,8.3,0.017039999999999993,1,77519,15465040.5,15465040.5
P0833,3.4,0.06608,4,45268,33917049.0,11305683.0
P0834,2.4,0.07601,4,68189,17013155.5,17013155.5
